model,dataset,task,representation,hop,complexity_bin,n,answer_exact_match,answer_f1,confidence_correctness_alignment,oeqa_n,oeqa_empty_predictions,oeqa_generated_answers,oeqa_unsupported_answers,oeqa_hallucination_rate,malformed_accepted
Qwen3-30B-A3B-Instruct,Pizza100,BQA,AR,1hop,High,112,0.5,0.5,0.5008928571428571,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,AR,1hop,Low,98,0.7857142857142857,0.7857142857142857,0.7857142857142857,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,AR,1hop,Medium,120,0.8666666666666667,0.8666666666666667,0.8691666666666666,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,AR,2hop,High,112,0.48214285714285715,0.48214285714285715,0.48258928571428567,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,AR,2hop,Low,98,0.6122448979591837,0.6122448979591837,0.6112244897959184,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,AR,2hop,Medium,120,0.6666666666666666,0.6666666666666666,0.6591666666666666,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,FS,1hop,High,112,0.5,0.5,0.5,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,FS,1hop,Low,98,0.7857142857142857,0.7857142857142857,0.7857142857142857,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,FS,1hop,Medium,120,0.9,0.9,0.9,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,FS,2hop,High,112,0.48214285714285715,0.48214285714285715,0.48214285714285715,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,FS,2hop,Low,98,0.5918367346938775,0.5918367346938775,0.5918367346938775,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,FS,2hop,Medium,120,0.8666666666666667,0.8666666666666667,0.8670833333333333,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,NL,1hop,High,112,0.5803571428571429,0.5803571428571429,0.5776785714285715,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,NL,1hop,Low,98,1.0,1.0,1.0,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,NL,1hop,Medium,120,0.975,0.975,0.975,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,NL,2hop,High,112,0.6339285714285714,0.6339285714285714,0.6316964285714286,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,NL,2hop,Low,98,0.6530612244897959,0.6530612244897959,0.6530612244897959,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,BQA,NL,2hop,Medium,120,0.6916666666666667,0.6916666666666667,0.6916666666666667,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,AR,1hop,High,59,0.8813559322033898,0.8813559322033898,0.8813559322033898,59,0,346,7,0.02023121387283237,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,AR,1hop,Low,23,1.0,1.0,1.0,23,0,56,0,0.0,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,AR,1hop,Medium,83,0.3614457831325301,0.3614457831325301,0.3759036144578313,83,0,262,135,0.5152671755725191,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,AR,2hop,High,58,0.5517241379310345,0.6669188212318186,0.7108843384731979,58,0,497,214,0.4305835010060362,1
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,AR,2hop,Low,23,0.9565217391304348,0.9565217391304348,1.0,23,0,54,1,0.018518518518518517,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,AR,2hop,Medium,84,0.27380952380952384,0.2953514739229025,0.2965419501133787,84,0,263,162,0.6159695817490495,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,FS,1hop,High,59,0.8813559322033898,0.8813559322033898,0.8813559322033898,59,0,353,14,0.039660056657223795,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,FS,1hop,Low,23,1.0,1.0,1.0,23,0,56,0,0.0,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,FS,1hop,Medium,83,0.3132530120481928,0.3132530120481928,0.3132530120481928,83,0,233,122,0.5236051502145923,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,FS,2hop,High,58,0.603448275862069,0.7562339954600662,0.7579581333911007,58,0,325,10,0.03076923076923077,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,FS,2hop,Low,23,0.7391304347826086,0.9304347826086956,0.9282608695652175,23,0,50,0,0.0,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,FS,2hop,Medium,84,0.20238095238095238,0.27040816326530615,0.27040816326530615,84,0,196,114,0.5816326530612245,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,NL,1hop,High,59,0.03389830508474576,0.03389830508474576,0.03389830508474576,59,0,353,335,0.9490084985835694,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,NL,1hop,Low,23,0.0,0.0,0.0,23,0,56,56,1.0,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,NL,1hop,Medium,83,0.0,0.0030120481927710845,0.026506024096385555,83,0,262,261,0.9961832061068703,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,NL,2hop,High,58,0.0,0.012999892514292238,0.02420678906601638,58,0,314,270,0.8598726114649682,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,NL,2hop,Low,23,0.0,0.0,0.00869565217391305,23,0,92,92,1.0,0
Qwen3-30B-A3B-Instruct,Pizza100,OEQA,NL,2hop,Medium,84,0.0,0.004761904761904762,0.21369047619047618,84,0,228,227,0.9956140350877193,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,AR,1hop,High,140,0.5,0.5,0.5007142857142857,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,AR,1hop,Low,126,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,AR,1hop,Medium,146,0.8287671232876712,0.8287671232876712,0.828082191780822,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,AR,2hop,High,140,0.4928571428571429,0.4928571428571429,0.495,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,AR,2hop,Low,128,0.6640625,0.6640625,0.662890625,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,AR,2hop,Medium,144,0.6944444444444444,0.6944444444444444,0.6847222222222222,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,FS,1hop,High,140,0.5142857142857142,0.5142857142857142,0.5142857142857142,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,FS,1hop,Low,126,0.8809523809523809,0.8809523809523809,0.8809523809523809,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,FS,1hop,Medium,146,0.910958904109589,0.910958904109589,0.910958904109589,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,FS,2hop,High,140,0.4857142857142857,0.4857142857142857,0.4857142857142857,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,FS,2hop,Low,128,0.6328125,0.6328125,0.6328125,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,FS,2hop,Medium,144,0.8194444444444444,0.8194444444444444,0.8194444444444444,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,NL,1hop,High,140,0.5642857142857143,0.5642857142857143,0.5617857142857143,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,NL,1hop,Low,126,1.0,1.0,1.0,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,NL,1hop,Medium,146,0.958904109589041,0.958904109589041,0.9585616438356164,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,NL,2hop,High,140,0.5785714285714286,0.5785714285714286,0.5771428571428571,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,NL,2hop,Low,128,0.609375,0.609375,0.608984375,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,BQA,NL,2hop,Medium,144,0.6388888888888888,0.6388888888888888,0.6388888888888888,0,0,0,0,,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,AR,1hop,High,86,0.9534883720930233,0.9534883720930233,0.9534883720930233,86,0,600,4,0.006666666666666667,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,AR,1hop,Low,21,1.0,1.0,1.0,21,0,53,0,0.0,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,AR,1hop,Medium,99,0.31313131313131315,0.31313131313131315,0.3212121212121212,99,0,273,140,0.5128205128205128,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,AR,2hop,High,86,0.3953488372093023,0.5806245663147389,0.7219036360821807,86,0,391,51,0.13043478260869565,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,AR,2hop,Low,21,0.8571428571428571,0.965079365079365,0.9674603174603175,21,0,50,0,0.0,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,AR,2hop,Medium,99,0.26262626262626265,0.28763828763828764,0.2988215488215488,99,0,287,167,0.5818815331010453,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,FS,1hop,High,86,0.9534883720930233,0.9534883720930233,0.9534883720930233,86,0,540,8,0.014814814814814815,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,FS,1hop,Low,21,1.0,1.0,1.0,21,0,53,0,0.0,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,FS,1hop,Medium,99,0.30303030303030304,0.30303030303030304,0.30303030303030304,99,0,269,140,0.5204460966542751,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,FS,2hop,High,86,0.7325581395348837,0.852842377260982,0.8545865633074935,86,0,441,5,0.011337868480725623,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,FS,2hop,Low,21,0.5238095238095238,0.8412698412698413,0.8412698412698413,21,0,39,0,0.0,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,FS,2hop,Medium,99,0.15151515151515152,0.24482924482924487,0.24482924482924487,99,0,221,136,0.6153846153846154,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,NL,1hop,High,86,0.011627906976744186,0.03265861249295464,0.03324000784179185,86,0,604,580,0.9602649006622517,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,NL,1hop,Low,21,0.0,0.0,0.0,21,0,53,53,1.0,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,NL,1hop,Medium,99,0.0,0.0,0.03080808080808082,99,0,288,288,1.0,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,NL,2hop,High,86,0.0,0.0069767441860465115,0.03895348837209303,86,0,426,422,0.9906103286384976,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,NL,2hop,Low,21,0.0,0.047619047619047616,0.09523809523809523,21,0,93,91,0.978494623655914,0
Qwen3-30B-A3B-Instruct,Pizza250,OEQA,NL,2hop,Medium,99,0.0,0.012121212121212123,0.35454545454545455,99,0,312,309,0.9903846153846154,0
