semantic_key,dataset,hop,task_type,classification,nl_question_byte_identical,nl_context_byte_identical,fs_query_byte_identical,fs_context_byte_identical,gold_answer_byte_identical
sem-v1.1-32c942f8e53427f188d633b29b8d1c95473074f22a9489413638505b5a982529,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-32cdcf4fed922bbedb9eb18be8e1f1d58c2d5584c4d9aa7caf4d409f3ac91680,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-32e36b61f5028f4a0fa5f0b019e75c2f254d9a73bab4e1ee03aa509c79c1f458,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-32eab0193a53b8ed9519547e6f356c956d06d29baaa172d70d2124534c21545f,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3304aef3b979b6f6da4c225729dc335026257442ef6099b674594522c5a779e1,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-333f924103f67bdb0e3ffc405fa6c3b8fe53a64764ec557d092a04e0c02ee71e,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3349fe35475b3d9767750c0d93dfb833d311ad4358d53a0c98b5cfbdddf50e81,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-335c1b306994733ef66665e0a59db26c7473fc777a4fb4b794f68fe71a444b77,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-337d3333b87f5535867c96813f77e17c49f5ae29055153642fd1e7dc25da053a,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-33a66f1f95f8c6aceca8b0f7a8feab25c21f8fb3ca5d5df7379fa19d450bdffe,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-33b040067af9509593635a311cd9b13d580a4dddc7df8380c6abb721ee2e7a25,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-33be755f5f9b529480a440a74b429c4208bfc7f18ca76ad6d72160643e6a5e27,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-33dbda61d1e0edfc8052662dee3c2514aca5dd2dd7c064b9d9d6a802fa2cee24,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-33f607ccdb0837eac35a12a7245aa05211def5197d92070312a628f30fe378d8,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3456c9f899818ee9e8035751f01183c8a373a5fed49b0addd3728e4f351397d8,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-345b9031b5d8f6979695087218c883d78011468da1eed3df5aefed6d6a9be908,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-349c91cd49da118759238ae84be7b2987eac34a43e3b1cdb6bf0244143f3bcfe,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-34ad4cac589c2eb0130048a34548ddddf2d1025187fba2102f902afb0d8b4eb0,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-34ae2e605a7e5c7d42806813cf4182ba53ee4686788d8120831a2eadd5ce21fc,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-34c75deed09468238bcd6c2e71c56999bbc8a48b20c790adaa10a4a00c77c788,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-34d4fda220cb575e1a3924e5185be54667d0e03b2ffdf93a9def29f8872848ef,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3501f75bbbc223501d01198b00b32833008595a59cf1d4c1454fc71f04343681,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3508e7a0e392f7b65a8344bbcbb88a3c4a0ab12889c9ef33511508347109391e,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-350df302a4c1268722f15f91c97103989a22ddcfceff6ae9c1eaaa8b2e0c3f68,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-351178e07088b234cce5788bddf2c8e1cd84b4c6cb6357c4584000678b9231fd,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-352826be3e187a8311806bfe08a75cf20a0550053f572c6d3aa5da3b32885827,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-354b3d6ecddadb237fa26198e7514d9f2d6dd65327e5934f9c7fadaacaec2dca,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-3556bc9a1bfef351599a0ec6c33e9e769ebef71f2faabfe0c5cb3873a06851aa,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-35755a16ca42d160bbfc4121188ed6137242d8827c9e736c065b081158801bd7,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-357784cfab4f62811bebb1d82f17a07d525c72f719f34d254ced16c6b6689847,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-358331395a36ce9dce631786d198c95c75ea7cee043403b74cf60011d4804f28,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-358be5fa3ac94e13588110b5ff402bb1ed3baa43f488108ba34335ab2273ce05,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-35ae696b32ba2e9385a2d94d2dd0be725914b56cbf50a98ff15be327228906ce,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-35d402a40a1c7425b8030f23aaee2e89f96d100063a3e2e078ca62f65b5bc207,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-35f0cea9996c7d0c3e8926d97ba8ab4d877ae94b2b4c78d5a8b8e6034e6e479d,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-35fe4db54ad0129f313f6fc213352bade0095f49955f73c02b662954bf2f1b4c,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3605375daeafbc32714ff51b0f7df7ab1cd38aa25fe1ce50d7817b23d85ee427,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3618e6fc9fee1db0fae95b859c686bd7992a1189394291e0a634c439557d5a7d,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-362beb5096c8beafeccd46fe0e687eea660e050764e4e3f3c93ae7944d45ab30,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-362e32d5bf522d608ff7ea3011065bebcf00f840b56ecb832cc6fa67fd05fdd0,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3632a735c1218abc6899053f3da8ed280f0b1991493bf57393aaa8f7d3640a77,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-363e3cabf66253fefeee5641acb63e9a53458eda649197ebc8ac7070af8abef1,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-36408abea0806c106aa1829dfbf5a5ec0b75b5c5076510d1b4a12c6461a1a415,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-366882058857e46f97e4ad01309d7918c698782eef7738431035e44aa5e766ea,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-368d304a731c8cf17a4c241b7cfe69f5bdd7e7a913a0618a83a3c96df5b935e1,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-369cf078642f2af9fe89a67ffdb7f823081e61c79ff82cd1eb3255a78519a68a,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-36d3830bd30624c4591e0bc2f743b90ead916c98822880d57e3bb35130901805,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-36f8cfa1c37288ea39e0fbebcdea2b1aaffae09e81f9020b8df6a21f47a2a2b3,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-3705498f7eb0f440922287064d3124ba966d22b48d0fe04197114bef19936af3,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-371cba7277919495649d99cb3ee0d0ad57533b5f6b4d357ee42264d97b2c0c33,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3720f1169a125774a452d2184bac5801e07966179ea15e49bc6d9c8e3213553c,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-372a43e6661f2fb36a92e070a633cb7cb294eb23ec8c6d58fe77247f8b545e6f,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3741d589956b552851ed8e93b7fafcce3f1d7522e04ac137ba4a13626322bdd4,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3746ca9ce09af3e4c787668d8920f5bd6e3cc34fe1186658039e8e02e73c729b,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-376702a2ee0961b53563c3e7e96f35adcd8ed08ae536353e10252b8c693cad65,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-378684e6105f97334f3bb45e0785693a1bac0be2426e2db225644160830fca86,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-379b26b99b97cbba0a0b396b237d7c4a53273dd6478c9cbb06090d6b68d932f3,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-37bb7fa88f5ca91994890af26e56f64ae9f0e1a4b43e301067c570be3bdb185f,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-37be03ab742da17ee616e7c56a72302a9b556209016e40d6ee20397a45f14cb5,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-37dba7e3e76a2517c3d4492b0fa0284f8d6e4764312b1bdd786ce6c8f050d534,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-3835185f2530cf1afcb1374f38b164d552773ac12a7c6996b5f9f9ae2f421d17,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-38545aca21c81336767687a648353a84871f7dacc193ce1fb406822ca13c6a10,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3864c0d7832d0a25b570b8382d219aca29f201ad5d85b2cee70323f7994123c8,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-386eadd0e1bba673dcc8eaf0fe39a11ab38e1fb46b305247c968997307ccb07c,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-389ce520b0a2c55497c9f56448bd9b17cfdb794b9996d40ab00bf6a93782dfdd,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-38a3cb4d6b89a1a1666c8f866047f4c51527b1ac65614805835cc7c44a54a0e2,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-38b4878839d7a1cf098418db3e7f188ffff7bffab55a9303c58aed7ccc47a270,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-38b63c2f2ed26ca2c2fdf2fbbabffdbb02b3f86d3dbfedb61621bc5995c057d6,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-38bc977f0410910ad01caa4b851b99c684e7612b6ca4da103a43bfa4b41cfc89,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-38c59c76baf51e30a72aefd9162dbe1f87a71fa81d4e1fb7753fcbf4554e872b,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-38cb7e7d26589e7fc13291c73fd4287f9dbce51db7931415cb996728d7659cbc,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-38cd261249e21b6dcf9cb0fe997f65df040b87a5975d60a81154c19dec2803fa,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-38d67e0e3e93049f6eadc72c3869ce6e5feb7d7caa7b790fefe2f5a67f553620,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-38ded36d3a17f2c6ef4d095a4882d9cfe97519935035b6594f83ad0c658818f3,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3903a62ea7f1a9928f7ed24f2c43c832f5aa38b76a789e603f72135f5788de32,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-391ca1aef428ded5a2ab8ddf4c4dae0d94a60d514f866f7979288cae3fc41352,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-39599b39c6df8f9fbb18791d60077ec75242d274e211d27de0498a08f527b77b,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-395fe191e50c2398758f65b58efc071ca1872ef55e94c927d0a430948f21b8b0,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-399423c10ed7904685f21faa53dd3bf2fcebf44c0ddc4a39ff4d8b4cf00d2cb0,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-39bb9a10d53091563979831d6911a93ed12c0878630393e65a5155dc9e826bab,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-39bfadb100c924b7735bd6f0444118e440e04a5977d70a0ef32a7aaf88d3ef27,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-39d1744372d835d54aad498fabc73f9d6d590b3dbbb3599454e4f218de939f1e,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3a0170eb01abcb5856b27c53c7ac9f365dc0842239e28e1d6cfa8f2bddd7fa29,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-3a02b744bfe9ac585325443febe0e5e6fd9f74dedfc44a181152e40ffb087f92,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-3a142c40a1b1e20a292ade70e05fb9d6f4ad6f8876537e8bf8b2426c32ecb551,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-3a26fccc7bfbfbaae74a5e61e95a8e5ca8713c55c83a712dff8a2855f5cf5375,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3a310f57285ab7640e877997b2dcaff58ba42feeffdcee3215b2e9035b221a4c,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3a414675866be3e0f5b308788430fd524c4206181826103cfe54dd0d8bdb78b7,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3a4f751b7bc0e593f1e384beed9fcf9a79d1981eaa4c4dac1657e382b0199419,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3a555791a4b29c27a4d8b94a49e288525d8368c09ffb228cb39f5e9abb4515cd,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3a5597c143f41c88d8ed0372f16f87f5c675adb27325a6a6bffced836d69028a,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3a570f69cc01216c682dc6053df0ccda237526fbc0f83f742fa67758c18e5f74,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3a6496329a90e7628010ceb9f34e8d646854c2a0c05e838682978d24c34f2e5d,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3a68ff8510bea910ea5e4da8558b78433829e1ef86a6d90321d0d275722db33a,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-3a84d5ffd689bcba2808066cd81879c43f55f282ec92b506330f5ea0aa8736ec,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3ad7209bbed5066ce292114f7f8928cfabe248684a8f933ade915f5d32e29118,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3af110fc77e55c81ffae5ec538ad720020f29d190c6475ece76df8343c10be8e,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3b28dfa60fba20ffb4e0998f2e465ca45d601bbb2df07a4486e894094adc6a25,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3b3815d969f964eb5a31be245e3eacf51b232486ac96864cb936cb9c260422a8,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3b3843a4a4b8eebbb0525512ad61d3f2068669f62ba0b0f9bea8ac244a25eb59,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3b440b5b273479a0ddbcbbff6fb872fc2d7c110adcc5a0e607de19f446317488,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-3b45b4a933a1a87c190c97f6500af7e51f3e4c53a78894d55e41c3d398edada2,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3b68c98a79d670f3c5e2d483da15caf4dc2ff60112f17f54745d7e4fd9b5d563,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-3b7817a592ac742263f61b13cf4a59a307b185c04c55baa06f7730882089144d,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3b7d340e1498987f5092649ee3190d899585879e45d6acebf1b71954fd8db8f2,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3bb2630fb0f1d0000f4972525a56a993ef3a30dc6806a6a7c319be24839375c7,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3c0d1ed3a5aa0ec5f92fddf7bc6acc71569325b9cf340360d7ffe35c1fceaa1a,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-3c12e61ac416c5cef618aed1d78c3e8f507cd8b319c4c2719e4656158afbb2ee,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3c1514cd4661aab2861bd2d24b9323d8e29b90d1382b9d40cfc4698dd0a285b0,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3c3705a2443648397008a46619451df5b6b9f2893738970c61a2f2836213de70,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3c5401de362a52285840384f1233b232fd9a9b32ea82d91d97307ffa6add5379,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3c55f4eaa5cb188e185482ae85553d4b6080d849175acb9b691ec638e00d156e,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3c96c1065b00fedc9a598eda73f932e1e524640aafbff11d18394caaf1465259,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3cacc273069ce8d0b8df4c8543e2c0dd2e1fddb5fac9f24c92947d5000a13047,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-3cbce43b13d45f1c53c36b882bba8c4a5a19280d1fea834d3ed400a97cfb626a,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3cfac528ba2de03b067fb16161c986131ad7d5426bb9e7c1817cb5cb8d88d353,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-3d12c32014e2f8ae761f67eb71a2bacf048de4935158e044e7c825f7d8ac7d7f,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3d1733b45aa548f8564bcb687c6aeff3bac6bbfb04ac7d5947e5d58d88d01622,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-3d18a1b20a8fa4301d209874bb7f49d9b7303bdce6b9c55f62c53a3eade55a10,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3d18f168f147a36ffed15fb90843c9545f33d8fc878c06e86e583599cd6d6da8,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3d28bc7bcb5d9cdc544c4550be2ea601c9104543c14433bb018403086d70d9e1,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3d714cd3854b2dddc51dc61bd6bd9dc7dd4a60c0b3bae360001beb61800c5fe7,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3d7426e141755c549b780edb1fd2c3be8448a5a3d566763d71a34fed3720731e,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3d84435ecb7ee8a552cdd33134c75890ed0c2348c53180391902285d708c0070,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-3d9839430e4ec6208f8636c0d656089626ac07daa3b17ef2035429daf156e956,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3dab364e09c8ec7c6b0a435fdc5eced0e77bdad83e4c7431c6df9d3ae140c7d1,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3db6d64d9900b9c7b5125da422410d9c451441338f2812ac28059e9141ec0441,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3dc4464f7f65c4fa44dc98483049147f267f73e9eb80323e401f1a12ad12389a,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3dc7af96509a5a746b716bd76aee3f7a5d72b6b517ab14c19d37452a30e1b1d5,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-3dc929fc71db70dd7f20e30f744ce22cca4a009e51c35074b3dfb70d9357b72f,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3e234080406ba42b9aaadc095af04a979ba49e66b1beed6fff278dca41aa206e,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3e236474e3b77593a2dc513dfad7c022a8db72f2673d604c280a3b47cd20c4d1,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3e4f4132832c79c9b8b023c5e4cb0dbb08ecf6f2b7800171d2af079d111d98e0,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3e57dd46880fce9e0e7d18f8c1a8544017c98ea7da9de8fc80eceb0311512800,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3e6c375858b7dd9edc923455b6c22f90aef0c6a38c798b6d2d4f81b3bd10e760,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3e70f49aea7cabdef62f78138dd207143fc8fc82d192106ed89e8c9993b5fd64,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-3eb2a98372e55d522899981d39a8b2861540d516c11e15aa1523f8899935c657,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3ebf6fdb526415e18b0d674dd7370553e3a7919a4eb10421909605bd7691247d,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3ef3e7727230e5d20a3a5e37b10d321e238981de9fdcb954e373cb4de71946ba,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3f1a28051dff163c566b08aba57e19d8cc362d41a98e3166d7bfb039bab0d90b,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3f1a2d549485710821395136a0b3da5b63c54d0060e05c2fcfcbf2e9155b92ac,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-3f463d95e1418c982905a06d637524b0fb1f632f09ff3d34d00e01946f07b2fc,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3f52789dfa571deb414cf2540b58f2296e1a8a26bc86fcb182dc5ff1f233a634,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3f76bcefb792a647d54b32cfba86c6b77f287a758444f4789ae282f948c62514,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3f81966d42883f01c599d5ed754cdf0c07f61fe47f438dc98142f278ece7a0bb,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3f8f1568474cec849a12f80c8104a17029d8ca19a295a7f078e444c979fe769d,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3fab06da33a2571cb9d5de7626d0e0eb98af8aa9eb3e47aa6d8a43d8d24c301c,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-3fbea4b5cc799fbb855122fdff73c0a7e1d0c02b2cf14f4a6c2a30fd2178b9e7,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-3fcde59eb1ca0d2148e85908412e7f4ba5de4ca1e9a9b89074794bbd01378f6f,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-3fdd915172d1d53fe76f9f96b28ad545f401bcc2714f96ce5e40f231db89efd9,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-3fdf3f1617d8d48d20841cc31e165c8d7e1a181b8b1333d87a96d3f142cefe05,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-40033d4560758afcb0e70550c34ae9e4e69fdc51e49b9918098810a21049334b,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-40552d18725b665dd22c9224131840b4194b1e3869b9e471c943b0e685ff65f2,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-40644e1fe2e2da88f5f0eaaab1b765a6e06640d0a4dc575450e0d373f14ae746,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-406add5b990fe20927d2c6fdae6e0ee9d671768cc5a26c141ed46888a583945c,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4085b5cf83effb9eaba9d71017aeb39c832ce08a091cc9a6abd6f24386d34dd2,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4095b343bcfbd97368d25a40c24c4583005eb7c09b866eb2472f276ccbdbda50,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-40a56de4c6c7e82f7b1e190732ec29c7e23d807c6aee1135c90d4a8d6d127a8c,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-40d162d53eb4f1def0d180845d09fd88d9212af6e6dd6fcfc5703a5bdc1ef9d2,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-40e8af00c73279c8efb2d832783ef9ae38ee018d17ccbe476b823519a5e77b74,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-411f5238ad4294ccc6df87b4810bfece703530a82e874515aa97ce66e81386ce,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-412f934029433fd914711ade39ce1a675512e12f0e0baff79117924912d9ed99,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-413463de3fc0e57bcc159f363b910afe84ddd0fb4370dfd9c3792d8378c0b663,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-413b4e850db6e0fecefb083206021a2d7df66e24e43f25ba17e4a8851c77ff4e,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-413bd3a0721495327f2e2660af204dd95e59a2f46a9c0da8dd25927d96d2b1dd,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-413e6e67c62a977d2465adfb4d382d23cfb688ae023cb3031d4128a884f04e78,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-414a9c008ee3da84c72ae309a7926aef48bda4d60d35e06d77a70297bcde012a,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-414f4614e8f4334ea1a1148258591384a09974054be88e615eee94a2d575a5fc,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4165dc8b460c206cb79af944b87c771eaea535d062db229839ce3aeb54b427e1,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4166c744dde00340ce6e0cabe07856e63e3e91aac626c62221ddeba08bfc3b32,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-416a4a8490002339a7b06dd227cbfdce4ad9401b2380698a548d945d0a069501,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-416f8788aeff697c2ea590926acb680babe4f68fa1114b97af916843d85b82cb,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-417cf2c7819e67e77c5c8fa71a5bbf5ad45b068925345c2be0b844f6a8e2e2c0,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-4197bcbf63a8136bccc0449976fb2a264351b420e9a6cd7d1426524b80433101,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-41c3353c99291aabbb08eeba0388288693accb37a5d0ea06647ece959f1910eb,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
