dataset,hop,task_type,sampling_group_key,raw_complexity,complexity_bin,abox_size,abox_bin,sampling_mode,selected
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithHobby_PeopleWithHobby_8"",""http://www.example.com/genealogy.owl#PeopleWithHobby_8"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,1,0,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_0"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_0"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,1,0,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_12"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_12"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,1,0,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_22"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_22"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,27,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_22"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_22"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,27,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_22"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_22"",""http://www.example.com/genealogy.owl#hasWork""]",2,Medium,27,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_22"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_22"",""http://www.example.com/genealogy.owl#takesCourse""]",1,Low,27,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_22"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_22"",""http://www.example.com/genealogy.owl#teachesCourse""]",1,Low,27,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_22"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_22"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,27,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,32,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,32,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#hasWork""]",2,Medium,32,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#takesCourse""]",1,Low,32,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#teachesCourse""]",1,Low,32,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_23"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,32,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_24"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_24"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,33,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_24"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_24"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,33,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_24"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_24"",""http://www.example.com/genealogy.owl#hasWork""]",2,Medium,33,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_24"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_24"",""http://www.example.com/genealogy.owl#takesCourse""]",1,Low,33,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_24"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_24"",""http://www.example.com/genealogy.owl#teachesCourse""]",1,Low,33,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_24"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_24"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,33,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_25"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_25"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,1,0,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_10"",""http://www.example.com/genealogy.owl#Person_10"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,33,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_10"",""http://www.example.com/genealogy.owl#Person_10"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,33,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_10"",""http://www.example.com/genealogy.owl#Person_10"",""http://www.example.com/genealogy.owl#hasWork""]",2,Medium,33,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_10"",""http://www.example.com/genealogy.owl#Person_10"",""http://www.example.com/genealogy.owl#takesCourse""]",1,Low,33,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_10"",""http://www.example.com/genealogy.owl#Person_10"",""http://www.example.com/genealogy.owl#teachesCourse""]",1,Low,33,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_10"",""http://www.example.com/genealogy.owl#Person_10"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,33,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_40"",""http://www.example.com/genealogy.owl#Person_40"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,36,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_40"",""http://www.example.com/genealogy.owl#Person_40"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,36,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_40"",""http://www.example.com/genealogy.owl#Person_40"",""http://www.example.com/genealogy.owl#hasWork""]",2,Medium,36,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_40"",""http://www.example.com/genealogy.owl#Person_40"",""http://www.example.com/genealogy.owl#takesCourse""]",1,Low,36,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_40"",""http://www.example.com/genealogy.owl#Person_40"",""http://www.example.com/genealogy.owl#teachesCourse""]",1,Low,36,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_40"",""http://www.example.com/genealogy.owl#Person_40"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,36,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_58"",""http://www.example.com/genealogy.owl#Person_58"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,31,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_58"",""http://www.example.com/genealogy.owl#Person_58"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,31,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_58"",""http://www.example.com/genealogy.owl#Person_58"",""http://www.example.com/genealogy.owl#hasWork""]",2,Medium,31,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_58"",""http://www.example.com/genealogy.owl#Person_58"",""http://www.example.com/genealogy.owl#takesCourse""]",1,Low,31,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_58"",""http://www.example.com/genealogy.owl#Person_58"",""http://www.example.com/genealogy.owl#teachesCourse""]",1,Low,31,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_58"",""http://www.example.com/genealogy.owl#Person_58"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,31,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_70"",""http://www.example.com/genealogy.owl#Person_70"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,34,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_70"",""http://www.example.com/genealogy.owl#Person_70"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,34,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_70"",""http://www.example.com/genealogy.owl#Person_70"",""http://www.example.com/genealogy.owl#hasWork""]",2,Medium,34,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_70"",""http://www.example.com/genealogy.owl#Person_70"",""http://www.example.com/genealogy.owl#takesCourse""]",1,Low,34,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_70"",""http://www.example.com/genealogy.owl#Person_70"",""http://www.example.com/genealogy.owl#teachesCourse""]",1,Low,34,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_70"",""http://www.example.com/genealogy.owl#Person_70"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,34,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_81"",""http://www.example.com/genealogy.owl#Person_81"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,44,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_81"",""http://www.example.com/genealogy.owl#Person_81"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,44,3,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_81"",""http://www.example.com/genealogy.owl#Person_81"",""http://www.example.com/genealogy.owl#hasWork""]",2,Medium,44,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_81"",""http://www.example.com/genealogy.owl#Person_81"",""http://www.example.com/genealogy.owl#takesCourse""]",1,Low,44,3,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_81"",""http://www.example.com/genealogy.owl#Person_81"",""http://www.example.com/genealogy.owl#teachesCourse""]",1,Low,44,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Person_Person_81"",""http://www.example.com/genealogy.owl#Person_81"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,44,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Publication_P145"",""http://www.example.com/genealogy.owl#P145"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,73,5,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Publication_P145"",""http://www.example.com/genealogy.owl#P145"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,73,5,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Publication_P150"",""http://www.example.com/genealogy.owl#P150"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,27,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Publication_P150"",""http://www.example.com/genealogy.owl#P150"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,27,1,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Publication_P64"",""http://www.example.com/genealogy.owl#P64"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,13,0,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Publication_P64"",""http://www.example.com/genealogy.owl#P64"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,13,0,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""ResearchProject_U0RG0RP"",""http://www.example.com/genealogy.owl#U0RG0RP"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,7,0,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""ResearchProject_U0RG4RP"",""http://www.example.com/genealogy.owl#U0RG4RP"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,8,0,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Science_Science"",""http://www.example.com/genealogy.owl#Science"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,21,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Software_P26"",""http://www.example.com/genealogy.owl#P26"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,80,5,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Software_P26"",""http://www.example.com/genealogy.owl#P26"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,80,5,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Software_P42"",""http://www.example.com/genealogy.owl#P42"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,64,4,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Software_P42"",""http://www.example.com/genealogy.owl#P42"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,64,4,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Software_P75"",""http://www.example.com/genealogy.owl#P75"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,29,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Software_P75"",""http://www.example.com/genealogy.owl#P75"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,29,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Software_P93"",""http://www.example.com/genealogy.owl#P93"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,79,5,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Software_P93"",""http://www.example.com/genealogy.owl#P93"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,79,5,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P152"",""http://www.example.com/genealogy.owl#P152"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,68,4,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P152"",""http://www.example.com/genealogy.owl#P152"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,68,4,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P30"",""http://www.example.com/genealogy.owl#P30"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,58,4,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P30"",""http://www.example.com/genealogy.owl#P30"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,58,4,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P38"",""http://www.example.com/genealogy.owl#P38"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,31,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P38"",""http://www.example.com/genealogy.owl#P38"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,31,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P50"",""http://www.example.com/genealogy.owl#P50"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,18,1,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P50"",""http://www.example.com/genealogy.owl#P50"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,18,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P66"",""http://www.example.com/genealogy.owl#P66"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,49,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P66"",""http://www.example.com/genealogy.owl#P66"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,49,3,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P91"",""http://www.example.com/genealogy.owl#P91"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,70,5,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P91"",""http://www.example.com/genealogy.owl#P91"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,70,5,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P95"",""http://www.example.com/genealogy.owl#P95"",""http://www.example.com/genealogy.owl#hasAuthor""]",1,Low,65,4,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Specification_P95"",""http://www.example.com/genealogy.owl#P95"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,65,4,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_13"",""http://www.example.com/genealogy.owl#Student_13"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,23,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_13"",""http://www.example.com/genealogy.owl#Student_13"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,23,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_13"",""http://www.example.com/genealogy.owl#Student_13"",""http://www.example.com/genealogy.owl#hasWork""]",2,Medium,23,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_13"",""http://www.example.com/genealogy.owl#Student_13"",""http://www.example.com/genealogy.owl#takesCourse""]",1,Low,23,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_13"",""http://www.example.com/genealogy.owl#Student_13"",""http://www.example.com/genealogy.owl#teachesCourse""]",1,Low,23,1,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_13"",""http://www.example.com/genealogy.owl#Student_13"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,23,1,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_15"",""http://www.example.com/genealogy.owl#Student_15"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,1,0,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_17"",""http://www.example.com/genealogy.owl#Student_17"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,51,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_17"",""http://www.example.com/genealogy.owl#Student_17"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,51,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_17"",""http://www.example.com/genealogy.owl#Student_17"",""http://www.example.com/genealogy.owl#hasWork""]",2,Medium,51,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_17"",""http://www.example.com/genealogy.owl#Student_17"",""http://www.example.com/genealogy.owl#takesCourse""]",1,Low,51,3,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_17"",""http://www.example.com/genealogy.owl#Student_17"",""http://www.example.com/genealogy.owl#teachesCourse""]",1,Low,51,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_17"",""http://www.example.com/genealogy.owl#Student_17"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,51,3,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_20"",""http://www.example.com/genealogy.owl#Student_20"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,44,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_20"",""http://www.example.com/genealogy.owl#Student_20"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,44,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_20"",""http://www.example.com/genealogy.owl#Student_20"",""http://www.example.com/genealogy.owl#hasWork""]",2,Medium,44,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_20"",""http://www.example.com/genealogy.owl#Student_20"",""http://www.example.com/genealogy.owl#takesCourse""]",1,Low,44,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_20"",""http://www.example.com/genealogy.owl#Student_20"",""http://www.example.com/genealogy.owl#teachesCourse""]",1,Low,44,3,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_20"",""http://www.example.com/genealogy.owl#Student_20"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,44,3,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_21"",""http://www.example.com/genealogy.owl#Student_21"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,32,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_21"",""http://www.example.com/genealogy.owl#Student_21"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,32,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_21"",""http://www.example.com/genealogy.owl#Student_21"",""http://www.example.com/genealogy.owl#hasWork""]",2,Medium,32,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_21"",""http://www.example.com/genealogy.owl#Student_21"",""http://www.example.com/genealogy.owl#takesCourse""]",1,Low,32,2,normal-stratified,True
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_21"",""http://www.example.com/genealogy.owl#Student_21"",""http://www.example.com/genealogy.owl#teachesCourse""]",1,Low,32,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_21"",""http://www.example.com/genealogy.owl#Student_21"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,32,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_24"",""http://www.example.com/genealogy.owl#Student_24"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,1,0,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_27"",""http://www.example.com/genealogy.owl#Student_27"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",2,Medium,34,2,normal-stratified,False
OWL2Bench,2hop,BQA,"[""BQA"",""OWL2Bench"",""2hop"",""Student_Student_27"",""http://www.example.com/genealogy.owl#Student_27"",""http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom""]",1,Low,34,2,normal-stratified,False
