semantic_key,source_task_id,sampling_group_key,dataset,hop,root,normalized_query,gold_answer,task_type,answer_type,raw_complexity,complexity_bin,sampling_mode,abox_size,abox_bin,source_provenance_key,corrected_explanation_metadata,corrected_provenance_metadata,attribution_evidence,v1_membership,nl_question_sha256,nl_context_sha256,fs_query_sha256,fs_context_sha256,gold_answer_sha256
sem-v1.1-dc3baba7a0e192a5ebe62dc012f199d2ede4ddf1e5d1b121fda5195e84d08c60,2hop-Thing_patricia_bright_1938_patricia_bright_1938-patricia_bright_1938-isSisterOf-james_alexander_bright_1921-BIN,"[""BQA"",""Family"",""2hop"",""Thing_patricia_bright_1938"",""http://www.example.com/genealogy.owl#patricia_bright_1938"",""http://www.example.com/genealogy.owl#isSisterOf""]",Family,2hop,Thing_patricia_bright_1938,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_bright_1938> <http://www.example.com/genealogy.owl#isSisterOf> <http://www.example.com/genealogy.owl#james_alexander_bright_1921> },TRUE,BQA,BIN,1,Low,normal-stratified,508,0,Thing_patricia_bright_1938||patricia_bright_1938|isSisterOf|james_alexander_bright_1921,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#patricia_bright_1938> <http://www.example.com/genealogy.owl#isSisterOf> <http://www.example.com/genealogy.owl#james_alexander_bright_1921> }"", ""positive_task_id"": ""2hop-Thing_patricia_bright_1938_patricia_bright_1938-patricia_bright_1938-isSisterOf-james_alexander_bright_1921-BIN"", ""source_explanation_key"": ""Thing_patricia_bright_1938||patricia_bright_1938|isSisterOf|james_alexander_bright_1921""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,07a1de21d4a64e0ade6deeca6305fb89d6bdb59c8cda88d1ac069a5623a17c7d,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-dc3cd034b153dff802d3e7e51209e249fec43c0409a1667d0480835a76097341,2hop-UGCourse_U0C0D0UGC5_U0C0D0UGC5-U0C0D0UGC5-isTaughtBy-U0C0D0AP5-BIN,"[""BQA"",""OWL2Bench"",""2hop"",""UGCourse_U0C0D0UGC5"",""http://www.example.com/genealogy.owl#U0C0D0UGC5"",""http://www.example.com/genealogy.owl#isTaughtBy""]",OWL2Bench,2hop,UGCourse_U0C0D0UGC5,ASK WHERE { <http://www.example.com/genealogy.owl#U0C0D0UGC5> <http://www.example.com/genealogy.owl#isTaughtBy> <http://www.example.com/genealogy.owl#U0C0D0AP5> },TRUE,BQA,BIN,1,Low,normal-stratified,202,14,UGCourse_U0C0D0UGC5||U0C0D0UGC5|isTaughtBy|U0C0D0AP5,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C0D0UGC5> <http://www.example.com/genealogy.owl#isTaughtBy> <http://www.example.com/genealogy.owl#U0C0D0AP5> }"", ""positive_task_id"": ""2hop-UGCourse_U0C0D0UGC5_U0C0D0UGC5-U0C0D0UGC5-isTaughtBy-U0C0D0AP5-BIN"", ""source_explanation_key"": ""UGCourse_U0C0D0UGC5||U0C0D0UGC5|isTaughtBy|U0C0D0AP5""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,89260f333ceb05c1a08b8b2da46a7b93be235985387dccb0855d0d08d2c1fcbb,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-dc41909d58c6a0bc07d97513f6ab5889ac732ff6190b50cf0261d7141d7d14ce,1hop-NamedPizza_Margherita_20_Margherita_20-Margherita_20-hasTopping-MozzarellaTopping_dynamic_1-BIN,"[""BQA"",""Pizza100"",""1hop"",""NamedPizza_Margherita_20"",""http://www.example.com/genealogy.owl#Margherita_20"",""http://www.example.com/genealogy.owl#hasTopping""]",Pizza100,1hop,NamedPizza_Margherita_20,ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_20> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> },TRUE,BQA,BIN,1,Low,normal-stratified,3,0,NamedPizza_Margherita_20||Margherita_20|hasTopping|MozzarellaTopping_dynamic_1,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_20> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""positive_task_id"": ""1hop-NamedPizza_Margherita_20_Margherita_20-Margherita_20-hasTopping-MozzarellaTopping_dynamic_1-BIN"", ""source_explanation_key"": ""NamedPizza_Margherita_20||Margherita_20|hasTopping|MozzarellaTopping_dynamic_1""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",retained,4e143c05bf40765c59608fb6be88575daec9fa680d1746bd17e856f1f3835b52,b1a03a796513bb06d295983613a65f13be789309b6a0b87ec2c04b87ee662f5b,e0ebbb6e1b4c1dae59e716f7682fb812907a02a84c475103fc7a1881bcacec12,1c99faf887da6364ed12634cd612cad348362def4d24310f987b0d8a2466c7e3,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-dc4c08a60702ae792d3a0e18e5fe312692238ccfc8c7358a4f02a9bac611bce2,2hop-Thing_christian_bright_1985_christian_bright_1985-christian_bright_1985-hasSister-MC,"[""OEQA"",""2hop-Thing_christian_bright_1985_christian_bright_1985-christian_bright_1985-hasSister""]",Family,2hop,Thing_christian_bright_1985,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#christian_bright_1985> <http://www.example.com/genealogy.owl#hasSister> ?x },holly_bright_1983,OEQA,MC,2,Low,normal-stratified,508,0,oeqa-source-91485e31eeb24fc338bc7db5b625035563fddedee66c7502e8a9d557e8f5caff,"{""answer_count"": 1, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 2, ""complete_max_distinct_primitive_type_count"": 2, ""complete_max_primitive_tag_count"": 2, ""complete_min_axiom_count"": 2, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 2, ""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""holly_bright_1983"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,689b3bda94176a384db88ed59af2d47fe96142debea0e471f52e59e38811b447,,947e7305927a0a0dc2ed64a55d1a036f2ff1667a1afe2335dd6327e4d72d6836
sem-v1.1-dc503a5b9724a3602b66129cf057568de602137c39368f600baf054d0c50f7bb,1hop-Thing_ann_hollinsworth_1808_ann_hollinsworth_1808-ann_hollinsworth_1808-hasFather-MC,"[""OEQA"",""1hop-Thing_ann_hollinsworth_1808_ann_hollinsworth_1808-ann_hollinsworth_1808-hasFather""]",Family,1hop,Thing_ann_hollinsworth_1808,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ann_hollinsworth_1808> <http://www.example.com/genealogy.owl#hasFather> ?x },john_hollinsworth_1768,OEQA,MC,2,Low,normal-stratified,508,0,oeqa-source-9dcd7a72521697c36f024ce818204790260bd9aa48d7d70cbbfb3deff3dd82f1,"{""answer_count"": 1, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 2, ""complete_max_distinct_primitive_type_count"": 2, ""complete_max_primitive_tag_count"": 2, ""complete_min_axiom_count"": 2, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 2, ""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""john_hollinsworth_1768"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",retained,c3d1b67fb96e8f12e7adf32ff8c52f1f052afa955615b2c53cd2d68b9114e0b5,858c3d9299796866d0fedb9c519fd4c788de47653f553afcc7c4b4bd33d5ff0c,b35c9614f797972e7d378731472f6d746c80f187263af330f39181cbf230109b,612efb7b17457f23c5c3d217984363d228fe7d956a9711d0b1fc753f82f7e7fe,960a0270d1befc8946ff233d9ae030cdeb2bf2650589dd7a8a80b52d8dd7bd87
sem-v1.1-dc51b969b4a44c106ae95dbb678f8bf42f92d978b7c03bc2ecdd01c997dc0dc9,2hop-Thing_william_lock_jacobs_1861_william_lock_jacobs_1861-william_lock_jacobs_1861-isParentOf-clarence_john_heath_1896-BIN,"[""BQA"",""Family"",""2hop"",""Thing_william_lock_jacobs_1861"",""http://www.example.com/genealogy.owl#william_lock_jacobs_1861"",""http://www.example.com/genealogy.owl#isParentOf""]",Family,2hop,Thing_william_lock_jacobs_1861,ASK WHERE { <http://www.example.com/genealogy.owl#william_lock_jacobs_1861> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#clarence_john_heath_1896> },TRUE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_william_lock_jacobs_1861||william_lock_jacobs_1861|isParentOf|clarence_john_heath_1896,"{""distinct_primitive_reasoning_types"": [""D"", ""H""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#william_lock_jacobs_1861> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#clarence_john_heath_1896> }"", ""positive_task_id"": ""2hop-Thing_william_lock_jacobs_1861_william_lock_jacobs_1861-william_lock_jacobs_1861-isParentOf-clarence_john_heath_1896-BIN"", ""source_explanation_key"": ""Thing_william_lock_jacobs_1861||william_lock_jacobs_1861|isParentOf|clarence_john_heath_1896""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,90cb40c4f9e1632118c953cbcf67ae10d9183317ec5d8581dc483d4870879478,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-dc57da32631747022b53d014753bc074f6d67396282ead97295fb00dd511188b,1hop-ElectiveCourse_U0C3D2EC24_U0C3D2EC24-U0C3D2EC24-rdf:type-AeronauticalEngineering-NEG-BIN,"[""BQA"",""OWL2Bench"",""1hop"",""ElectiveCourse_U0C3D2EC24"",""http://www.example.com/genealogy.owl#U0C3D2EC24"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",OWL2Bench,1hop,ElectiveCourse_U0C3D2EC24,ASK WHERE { <http://www.example.com/genealogy.owl#U0C3D2EC24> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> },FALSE,BQA,BIN,2,Medium,normal-stratified,14,25,ElectiveCourse_U0C3D2EC24||U0C3D2EC24|rdf:type|Course,"{""distinct_primitive_reasoning_types"": [""D"", ""H"", ""R""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 14}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C3D2EC24> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Course> }"", ""positive_task_id"": ""1hop-ElectiveCourse_U0C3D2EC24_U0C3D2EC24-U0C3D2EC24-rdf:type-Course-BIN"", ""source_explanation_key"": ""ElectiveCourse_U0C3D2EC24||U0C3D2EC24|rdf:type|Course""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,e6c9925778ac2ba673b3c9cc624dc287021a7ced68f54efa88c253d63d8caab8,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-dc5e0c1a4f2d156079c9a269c45c4cc7d9349e311499dadd6d84c8b869602a71,2hop-NamedPizza_FourSeasons_67_FourSeasons_67-FourSeasons_67-hasIngredient-MC,"[""OEQA"",""2hop-NamedPizza_FourSeasons_67_FourSeasons_67-FourSeasons_67-hasIngredient""]",Pizza100,2hop,NamedPizza_FourSeasons_67,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#FourSeasons_67> <http://www.example.com/genealogy.owl#hasIngredient> ?x },AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; MozzarellaTopping_dynamic_1; MushroomTopping_dynamic_1; OliveTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,OEQA,MC,8,High,normal-stratified,202,351,oeqa-source-dce94a2e8d6dee6c26cf8ce960e00a00f09a3ef2ed1bc813976ca4a0efb5959e,"{""answer_count"": 7, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 8, ""complete_max_distinct_primitive_type_count"": 2, ""complete_max_primitive_tag_count"": 8, ""complete_min_axiom_count"": 8, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 8, ""distinct_primitive_reasoning_types"": [""D"", ""H""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""AnchoviesTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""CaperTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""MozzarellaTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""MushroomTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""OliveTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""PeperoniSausageTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""TomatoTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,700e751366754694cbd08a9dae365de8fe3aabe65ca22f341ea165ef0749e21a,,b0e2910e1c075ae59805d5666bc768eb14d7d94c2855fb3e2927f5574df8e027
sem-v1.1-dc61b3f662e8b0e213a1183c08e8ce06c0c0a639bd0217fa43969a72c0d3bdbe,1hop-NamedPizza_Siciliana_113_Siciliana_113-Siciliana_113-hasIngredient-AnchoviesTopping_dynamic_1-BIN,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Siciliana_113"",""http://www.example.com/genealogy.owl#Siciliana_113"",""http://www.example.com/genealogy.owl#hasIngredient""]",Pizza250,1hop,NamedPizza_Siciliana_113,ASK WHERE { <http://www.example.com/genealogy.owl#Siciliana_113> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> },TRUE,BQA,BIN,2,Medium,normal-stratified,8,9,NamedPizza_Siciliana_113||Siciliana_113|hasIngredient|AnchoviesTopping_dynamic_1,"{""distinct_primitive_reasoning_types"": [""D"", ""H""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#Siciliana_113> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }"", ""positive_task_id"": ""1hop-NamedPizza_Siciliana_113_Siciliana_113-Siciliana_113-hasIngredient-AnchoviesTopping_dynamic_1-BIN"", ""source_explanation_key"": ""NamedPizza_Siciliana_113||Siciliana_113|hasIngredient|AnchoviesTopping_dynamic_1""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,55096c55f682334c427449f42ad5567c96d3a0e64e938f26c7b8025a78a485b5,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-dc758cadb5c20134434105b4695156c20967fbeb4d289cdff7f56899db984e15,2hop-NamedPizza_LaReine_231_LaReine_231-LaReine_231-hasTopping-MC,"[""OEQA"",""2hop-NamedPizza_LaReine_231_LaReine_231-LaReine_231-hasTopping""]",Pizza250,2hop,NamedPizza_LaReine_231,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#LaReine_231> <http://www.example.com/genealogy.owl#hasTopping> ?x },HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; MushroomTopping_dynamic_1; OliveTopping_dynamic_1; TomatoTopping_dynamic_1,OEQA,MC,5,Medium,normal-stratified,255,363,oeqa-source-99808aa57d49f19af30f18fa28def23a69aa588060cb9dce0fe1a8270b72931a,"{""answer_count"": 5, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 5, ""complete_max_distinct_primitive_type_count"": 1, ""complete_max_primitive_tag_count"": 5, ""complete_min_axiom_count"": 5, ""complete_min_distinct_primitive_type_count"": 1, ""complete_min_primitive_tag_count"": 5, ""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""HamTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""MozzarellaTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""MushroomTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""OliveTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""TomatoTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,8664e4f8d18dfcce70a16410d2af8027d26966906d56d26d86b1951efb4497d7,,7ab59e103b5d9dbeaffb0e9b84e2eb2b541f48224ce5824dd04836b0bcf43bd6
sem-v1.1-dc7799707a6279fd6a6e4b5d233bfca49dbe2c8c1ce143df06822c7e7077f2d8,2hop-Thing_caroline_cox_caroline_cox-caroline_cox-isFemalePartnerIn-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""2hop"",""Thing_caroline_cox"",""http://www.example.com/genealogy.owl#caroline_cox"",""http://www.example.com/genealogy.owl#isFemalePartnerIn""]",Family,2hop,Thing_caroline_cox,ASK WHERE { <http://www.example.com/genealogy.owl#caroline_cox> <http://www.example.com/genealogy.owl#isFemalePartnerIn> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_caroline_cox||caroline_cox|isFemalePartnerIn|m157,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#caroline_cox> <http://www.example.com/genealogy.owl#isFemalePartnerIn> <http://www.example.com/genealogy.owl#m157> }"", ""positive_task_id"": ""2hop-Thing_caroline_cox_caroline_cox-caroline_cox-isFemalePartnerIn-m157-BIN"", ""source_explanation_key"": ""Thing_caroline_cox||caroline_cox|isFemalePartnerIn|m157""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,c3f659c86721bb3c7304671581a4f62820408edc5b86a3f2d037462cf87c8154,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-dc8230b401fccbe64e676bbb4eecfba202ed364526795fea0a4db3b7577e9b5d,1hop-Thing_sarah_dickens_1801_sarah_dickens_1801-sarah_dickens_1801-hasMother-ann_lodge_1763-BIN,"[""BQA"",""Family"",""1hop"",""Thing_sarah_dickens_1801"",""http://www.example.com/genealogy.owl#sarah_dickens_1801"",""http://www.example.com/genealogy.owl#hasMother""]",Family,1hop,Thing_sarah_dickens_1801,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_dickens_1801> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#ann_lodge_1763> },TRUE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_sarah_dickens_1801||sarah_dickens_1801|hasMother|ann_lodge_1763,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#sarah_dickens_1801> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#ann_lodge_1763> }"", ""positive_task_id"": ""1hop-Thing_sarah_dickens_1801_sarah_dickens_1801-sarah_dickens_1801-hasMother-ann_lodge_1763-BIN"", ""source_explanation_key"": ""Thing_sarah_dickens_1801||sarah_dickens_1801|hasMother|ann_lodge_1763""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,4c8aded0d9f73c2c1026727be98fec4e4c3663b4eb7b4b21e84e0718d92cad96,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-dc8de28278afab63f0a4c00194d8b2078bda2747399b349177aba65ee1768ca4,1hop-NamedPizza_Rosa_135_Rosa_135-Rosa_135-hasTopping-Rosa_135-NEG-BIN,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Rosa_135"",""http://www.example.com/genealogy.owl#Rosa_135"",""http://www.example.com/genealogy.owl#hasTopping""]",Pizza250,1hop,NamedPizza_Rosa_135,ASK WHERE { <http://www.example.com/genealogy.owl#Rosa_135> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Rosa_135> },FALSE,BQA,BIN,1,Low,normal-stratified,4,1,NamedPizza_Rosa_135||Rosa_135|hasTopping|GorgonzolaTopping_dynamic_1,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#Rosa_135> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GorgonzolaTopping_dynamic_1> }"", ""positive_task_id"": ""1hop-NamedPizza_Rosa_135_Rosa_135-Rosa_135-hasTopping-GorgonzolaTopping_dynamic_1-BIN"", ""source_explanation_key"": ""NamedPizza_Rosa_135||Rosa_135|hasTopping|GorgonzolaTopping_dynamic_1""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,0254cb64359f1148597e710c2aa33925ac3757be9897645846190675f4ca9e84,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-dc8f860f138efcee3391ac4790dda952028ad362a2d0e61cda90c8653cf28853,1hop-Thing_john_english_archer_john_english_archer-john_english_archer-hasBrother-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""1hop"",""Thing_john_english_archer"",""http://www.example.com/genealogy.owl#john_english_archer"",""http://www.example.com/genealogy.owl#hasBrother""]",Family,1hop,Thing_john_english_archer,ASK WHERE { <http://www.example.com/genealogy.owl#john_english_archer> <http://www.example.com/genealogy.owl#hasBrother> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_john_english_archer||john_english_archer|hasBrother|thomas_archer_1868,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#john_english_archer> <http://www.example.com/genealogy.owl#hasBrother> <http://www.example.com/genealogy.owl#thomas_archer_1868> }"", ""positive_task_id"": ""1hop-Thing_john_english_archer_john_english_archer-john_english_archer-hasBrother-thomas_archer_1868-BIN"", ""source_explanation_key"": ""Thing_john_english_archer||john_english_archer|hasBrother|thomas_archer_1868""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,eb49f6988b6549383031c6b5a9b77bc586583564b1cca28fa272bc02d13a4fcf,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
