input_hash,representation,classification,classification_label,rationale,row_count,task_ids,datasets,hops,task_groups,semantic_keys,formal_queries,gold_answer,aggregate_weighting_effect
92c04e5b06f7662f6687fd81ea586a4ebecddda92fbac673e88ba6c9c39ca827,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,7,3790;3800;3804;3808;4796;4800;4808,Pizza100;Pizza250,1hop,BQA,sem-v1.1-4f22dffd056749c6eeca0f120d290ca0d3963b64e7e6ac3d39584edd8a215935;sem-v1.1-2b7523aac2f0045310528cc6f5710c9b0b58538a93ac78ce79468c6b293dcf4c;sem-v1.1-5aff0a36af4517e8e755f632110b0bce6618cc5701d94488772f5ec91e1aa36a;sem-v1.1-c8dd36d626b4cfcd9f6dd5ee8fa1566cdc23e84dc9933b0f74a779e53055164b;sem-v1.1-219ad49abc121b56d11f5f014d942e471693032f77cfb6da84cb997226fe0327;sem-v1.1-2dcc26c1b2412bd6c12679104a54f228323a601b18dfed6adc4108fa484a1ecf;sem-v1.1-e9664c1366fed6de9ef3aaa1574250f7e4a1cbab89ed0784e3ff6f895ab7327c,"[""ASK WHERE { <http://www.example.com/genealogy.owl#American_19> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_43> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_49> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_63> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_143> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_162> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_245> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 7 times in per-row aggregate evaluation
93ce5546eaf78ea15935c441ff4427a1354f90788a29e4df9b1c512870a9075a,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4482;5637;5645,Pizza100;Pizza250,2hop,BQA,sem-v1.1-4a71bf3f8a87aa6d24131fdda5d0a92abcbdb3ca741532a6143224bd5c3571f6;sem-v1.1-de22ed3c330af53a73d13f774412c070b8f1feff3954edf7ba4453297419da6c;sem-v1.1-86a9f292f1adef83270fc6a544bb092acdc69fdd71d3303e4058ed7096122b26,"[""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_9> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_205> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_33> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }""]",FALSE,counts the identical evaluated input 3 times in per-row aggregate evaluation
93f5ec562ccab6f15a4f5042f8e4dd39afc96a4f94e38dfcec91ed0e3564e5a1,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,6,3859;3861;3863;4865;4869;4877,Pizza100;Pizza250,1hop,BQA,sem-v1.1-99dd9725e7e67f27387248b4a1db0d2ddff29eb21eb59b8249966fd41de85268;sem-v1.1-2565ea0aaf583a693daf4a94979b59fc9fc6978a69c089722a51a73fb047ff1e;sem-v1.1-8c3e2a841800be80a623b5d39791d1b9bf45d808f9c2b03dbab6dadb4c7f7e2a;sem-v1.1-ab1549e505cb228d279976c97e7f69d943b0c82aee267b79e77333d41963932a;sem-v1.1-f03491c2e86e4dfb3b541ba2fe0fff23c5bcd6bf2fc195a4eaedf3aeb0eb9695;sem-v1.1-81b99f55c715641b5b9ce5af7787849718df6f23dcbe6a8dbaec9d4fbc21d2f9,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_41> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Fiorentina_41> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_52> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Fiorentina_52> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_95> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Fiorentina_95> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_145> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Fiorentina_145> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_149> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Fiorentina_149> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_234> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Fiorentina_234> }""]",FALSE,counts the identical evaluated input 6 times in per-row aggregate evaluation
95d5c03f8feed27c7c18d46f9a67f742b2ea7571dba34b9cabf9a267e7d8efa0,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4065;5135;5139;5149,Pizza100;Pizza250,1hop,BQA,sem-v1.1-282b606a23f53f12e11385874183593df528ce15a731a3cc6cf900a10f4e630d;sem-v1.1-43dd0329cc5bc8edb981db7c7a0aa6cb2f7a0c4c945dfa6d3c765c51b269d5cb;sem-v1.1-240beb1d7d93bfc47c466d94757683d409be0054d9d760f40b57db16290fbd98;sem-v1.1-b2a4f93e13752f3d26ba6656f2fb91264409435c270182a37e3a03580fd13b18,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_8> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_141> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_218> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_61> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 4 times in per-row aggregate evaluation
9707563a61540907effcc5e833dbeb40b70bf628d20e9832b6a42af773734eeb,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4247;4248;5360;5363,Pizza100;Pizza250,1hop,OEQA,sem-v1.1-579d1bdc0d3c464484429cd669419bd74216d0a0150e75e41730cd26414ecf45;sem-v1.1-0d4e987e3ca7fafc7f0c302ce00b48b2b674c07713c910ead785f1ce5953b0c7;sem-v1.1-3dbb0c5434e785d03c3fef9d0d60d7fa3b35f17abe14e77028198ae94f586458;sem-v1.1-ff8580edda6aa5f75d06655d32d1f0505bb868528a23db17b4f1289ab783848e,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Veneziana_45> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Veneziana_87> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Veneziana_45> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Veneziana_65> <http://www.example.com/genealogy.owl#hasIngredient> ?x }""]",CaperTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; OnionTopping_dynamic_1; PineKernels_dynamic_1; SultanaTopping_dynamic_1; TomatoTopping_dynamic_1,counts the identical evaluated input 4 times in per-row aggregate evaluation
979c68f1d32a5b3b33fa92bfa85c9ea08fb3bbf1d83a20ea7c5eef80bd3718d4,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4840;4848;4854,Pizza250,1hop,BQA,sem-v1.1-6a867cfe1765e777d4231e234ca18405c71890b9bdbe05e12f853beade978b6e;sem-v1.1-21914c44ba1f32d5d17ca1725abbd9f94a85091113a989a634faec7512722b0a;sem-v1.1-85ee83d1fae0f88319b90432204c8251397d2d8bee39e1847f86c04f764b8315,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_117> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Capricciosa_117> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_202> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Capricciosa_202> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_72> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Capricciosa_72> }""]",FALSE,counts the identical evaluated input 3 times in per-row aggregate evaluation
97e70df3db3323615391df15d89493c30dbdde8526bf49b3df8bab551115b70c,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4491;4495;4501;5658,Pizza100;Pizza250,2hop,BQA,sem-v1.1-ecf9f2df0d5f775ab0cbbd5dbd6d02d5e566a372d5a0ac3e1cecb305b214092b;sem-v1.1-cf10ec7e5c0aef7e3f18e420342adad97eb7ad06b715fbc97304041f913ae37a;sem-v1.1-0e8d81e2e861c97e1e09720f1390691487b3ba7a4c352f1f288eb9e072b8355e;sem-v1.1-9b174ee0dfa7c7a7141d2fe1e1ad0a44bc3c749e008b6ae72ffd63c968ccf989,"[""ASK WHERE { <http://www.example.com/genealogy.owl#PrinceCarlo_38> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PrinceCarlo_44> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PrinceCarlo_74> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PrinceCarlo_122> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }""]",TRUE,counts the identical evaluated input 4 times in per-row aggregate evaluation
98dd989d0a60b88061ad79dbbbdb5bd16a87b22b070d60c096165f83468826c5,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,3975;4997;5001;5007,Pizza100;Pizza250,1hop,BQA,sem-v1.1-d7231d1571f8e1ff3bf95d85f33da3ff894b48659e54f15dd24be9396250909f;sem-v1.1-97a2c5e5b34939276584e6c501b3250d1e1d3c6a83580bbb6e304f4b46c2c2ce;sem-v1.1-ecb70d8cbdb1aa7e89bfb2ebc000152cfcc5332faa7a81b21b2f937244f5d999;sem-v1.1-ace1bc4d0dfe66a5fa3f580712995f0cdea5f3225fcd2e975d6fdea65c1631b2,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_71> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_23> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_55> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Parmense_96> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 4 times in per-row aggregate evaluation
9bdb9d66a4220ae503bdf66c76368290860909aa964ede0c50ca9ee42580c3b5,AR,B,exact duplicated semantic question,exact duplicated semantic question across hop-specific benchmark instances,2,7030;8586,OWL2Bench,1hop;2hop,OEQA,sem-v1.1-210e6ae51ad27c60ef322066470d629fbd227e7e6ca2c2af4ba539f9a8aa18f4;sem-v1.1-3d84435ecb7ee8a552cdd33134c75890ed0c2348c53180391902285d708c0070,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Man_39> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Man_39> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }""]",Person,counts the identical evaluated input 2 times in per-row aggregate evaluation
9be6e36c8e07b6f65f4fc14145d6cdaed86d30a69d58e35d6ce226bcfe0dbff6,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,7,3978;3982;5016;5018;5020;5022;5024,Pizza100;Pizza250,1hop,BQA,sem-v1.1-a651fc3259ea399a685ee8aff66e1772ec7948ed985d9b065f1a90f93f209780;sem-v1.1-24d470dba2c55b549ce14e0a9f2779e078333609ac70e7de28dae1ab1f04254b;sem-v1.1-a15b5cdac7da5eefea8523cfabf0c3c675f8a6eb55544acf60cfb1ba778e3c49;sem-v1.1-22feaf0fb119e127547b83bc2fbec3e4f2d1efc362b54bd8fbbb21815f6b10c9;sem-v1.1-21880f230b0724a3f6092c1a936379f0eaef2f686762dae93bba7b8beeeaeb35;sem-v1.1-8d5e844199ace4b8cf11723806421263a9f30184117b7f8a761e2163c35392d1;sem-v1.1-c061a5375c2b86dba48de6b0c31e451b6eec6794be1a6d1e432703df004c2dc8,"[""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_23> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_30> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_115> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_18> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_205> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_70> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_74> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }""]",TRUE,counts the identical evaluated input 7 times in per-row aggregate evaluation
9d1adf659af16a4d6111bd528c78697e18a81b735ce886efb818215354dedf7f,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4458;5595;5599;5603,Pizza100;Pizza250,2hop,BQA,sem-v1.1-3decd5247bc7b3329ad53b2e57549426ff885541ca1bb95f63e39812c907a40e;sem-v1.1-2c35e2fc14e6fc306ee471ab90fe7027c12bb4844f692d8cb6f2c0559f3831e8;sem-v1.1-e71a3530e508a5647380e355210c99b356de07306c0eee194c5b390c43a0f441;sem-v1.1-f65fa9aca3b5f2dbedeb432e81bcfcc4473b345eee6a7da531be6425deef03ac,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Napoletana_2> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Napoletana_151> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Napoletana_189> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Napoletana_248> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }""]",FALSE,counts the identical evaluated input 4 times in per-row aggregate evaluation
9d3228b94601571099f96b010dc268d4f386e93bafbedca2d07b88162c39f55f,NL,D,other,incidental cross-dataset duplicate with the same formal query and gold semantics; no evidence it was intentionally duplicated,2,4579;5768,Pizza100;Pizza250,2hop,BQA,sem-v1.1-81aeaf31262f2f3e9d9636c81ebcf2ea701337cab75db8b13f400d5843bde3b0;sem-v1.1-c4c5df8ec74fc20403faac926e324b876e1c1ef1a4ed025fd97ba1c5db90241d,"[""ASK WHERE { <http://www.example.com/genealogy.owl#ParmesanTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#CheeseTopping> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#ParmesanTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#CheeseTopping> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
9d6bf688e3db9fc0b996b3ff3ff24a3a7304655389578c5a46a96c11cae92b7e,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,2262;2266,FamilyOWL,2hop,BQA,sem-v1.1-63a963aec82659bbc6eaf54a2aea254e291997057beb0baf279e609ff3267fb5;sem-v1.1-f62a66614fe16f5433e8983e42ddd232270ad1e33544affef8b81ebb19d1b226,"[""ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1862> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Ancestor> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Ancestor> }""]",FALSE,counts the identical evaluated input 2 times in per-row aggregate evaluation
9e90e7691e623013269b2f925edd2e8d02f6b3fda7ea679f8e4703a7188e921a,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,3558;3559,FamilyOWL,2hop,OEQA,sem-v1.1-10a977c5865863bf5496591503c4383d0289893b04191cc1c477db5e483a537d;sem-v1.1-ab64333c5048cfc1e8272a76186a02098277ba38a144495d65a2b67b3b1b68d0,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mary_ann_green_1841> <http://www.example.com/genealogy.owl#hasFather> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mary_ann_green_1846> <http://www.example.com/genealogy.owl#hasFather> ?x }""]",william_green_1813,counts the identical evaluated input 2 times in per-row aggregate evaluation
9ea5f71e66b0f9946fad2346afade79a194c0e0ef1b673d7d6052aec6f94baca,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,5,6114;7583;7591;7597;7601,OWL2Bench,1hop;2hop,BQA,sem-v1.1-fcd1daea138ba20bd40c83f55cb9cd1ae0c8942270bf618d476ba88e76ba6901;sem-v1.1-f99e0b10248b36b6df04a30de3c00f2b6a823cd62293222548bc46585b94c9d3;sem-v1.1-3618e6fc9fee1db0fae95b859c686bd7992a1189394291e0a634c439557d5a7d;sem-v1.1-b1c2ecbad94aad0e90f095a769977795d3ba77266d47776345a41831cecd4322;sem-v1.1-38cb7e7d26589e7fc13291c73fd4287f9dbce51db7931415cb996728d7659cbc,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Man_6> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Man_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Man_39> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Man_6> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Man_9> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> }""]",TRUE,counts the identical evaluated input 5 times in per-row aggregate evaluation
9f569f80d29ef9c0f09dd714a3f0617aa86ca45534447d1fb4828724b045fb81,NL,D,other,incidental cross-dataset duplicate with the same formal query and gold semantics; no evidence it was intentionally duplicated,2,4583;5776,Pizza100;Pizza250,2hop,BQA,sem-v1.1-b6966b87950b15279a7151913987050aaee12ae975c7166b7d079a86313f53ee;sem-v1.1-25764fd2175d308636882d9bb0998d65fb2fc867167f81ef86fbf8a4ac4fab19,"[""ASK WHERE { <http://www.example.com/genealogy.owl#RosemaryTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#RosemaryTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
a011a9361875f67ff8846ece4ee2b62dcfd3d9ca4ada1829ae9a139915ca820d,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,4238;4239,Pizza100,1hop,OEQA,sem-v1.1-7d935d8120016a370d1d1c3d0f2c09fc9d59e0241ae3d707e52cb4c0c2a7f058;sem-v1.1-52caf650bbd3532d0da1bd83d72b433b044d4f525b05e6109ebc4503568ba9dd,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_23> <http://www.example.com/genealogy.owl#hasTopping> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_98> <http://www.example.com/genealogy.owl#hasTopping> ?x }""]",GreenPepperTopping_dynamic_1; HotSpicedBeefTopping_dynamic_1; MozzarellaTopping_dynamic_1; OnionTopping_dynamic_1; TomatoTopping_dynamic_1,counts the identical evaluated input 2 times in per-row aggregate evaluation
a19a03895444297d5b47f18caebf2ec095905c12b65bded04f2695b1479035d0,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,6,3893;4907;4911;4913;4915;4917,Pizza100;Pizza250,1hop,BQA,sem-v1.1-afa43210abe29317be48e1e3d9c3e8561d059aee33fe28a85918e4264b99ccfc;sem-v1.1-5c98c91928c64e30ddda6cdc1c41b52214dadd1a53ed103ffa6b43eebb644b10;sem-v1.1-762bfcca1af57410c87adce8dcdc904d9b2b3f543571bd9860b70d9974fa48d3;sem-v1.1-a44e196c0b385d67acfdb08313e3d54cac6a9794294328a1edb745d672149a0e;sem-v1.1-b9dc99982a4fd4f27998ac56b6736cd15dd9e6f93b878603f6010dd148e4f146;sem-v1.1-946ff07ed90c6b26cf32edc6e418ba38280330575e9f2485e7caceca081a5300,"[""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_96> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#FruttiDiMare_96> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_128> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#FruttiDiMare_128> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_163> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#FruttiDiMare_163> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_214> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#FruttiDiMare_214> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_37> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#FruttiDiMare_37> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_38> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#FruttiDiMare_38> }""]",FALSE,counts the identical evaluated input 6 times in per-row aggregate evaluation
a1d2e5f6471c0376d141f19c45b2bf471717a3514e9dd5e3e3f73324dd8c4208,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4538;4546;5715;5721,Pizza100;Pizza250,2hop,BQA,sem-v1.1-06130bdbde8b4d567a15ce50e2964c2b84ef17b10273bbb6ee0d66a515857b38;sem-v1.1-44e657252289cc0efda4b1748435f5c398c800bf8a7bb7027796322de2ecdd6e;sem-v1.1-52f835ee93e9be92c6b3803df02d150485caf8ed50ea9a6cb37201fc78aad414;sem-v1.1-8e4c7e2544723fdb8e75929c5b2b1dbf44193e61dda3958e606882d9e9322b30,"[""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_11> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_99> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_20> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_24> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }""]",FALSE,counts the identical evaluated input 4 times in per-row aggregate evaluation
a313c538a24590aac5949ab8a068a8ebd4ac0ec531284e09c166c0f3e90c2530,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4499;5654;5660,Pizza100;Pizza250,2hop,BQA,sem-v1.1-e303b55a844856c02a73bce9be4bb6fed801df40641d0d4ee8ec928676661a01;sem-v1.1-0e68fe30aa7ed10d6f5d1242d3d77490a8a21c1a96c047736790a0c3f7f8a1a1;sem-v1.1-ab55c70e181da177f377b2f0d467a5c41e78fafa2af492910bf1a2359ee29ab1,"[""ASK WHERE { <http://www.example.com/genealogy.owl#PrinceCarlo_74> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#LeekTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PrinceCarlo_100> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#LeekTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PrinceCarlo_93> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#LeekTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 3 times in per-row aggregate evaluation
