task_id,representation,model,input_hash,source_path,source_file_sha256,source_legacy_task_id,source_response_column,response_sha256,parsed_answer,parsed_confidence,parse_status,provenance_status
4192,NL,Qwen3-30B-A3B-Instruct,7fb36da4410f387234800744c4ee3c06132eeb90e7f6ddd3355c7348d91ce634,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PolloAdAstra_38_PolloAdAstra_38-PolloAdAstra_38-rdf:type-MC,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,89040b0ede27949aef9311ab7f4006352edca5b44349b32e85493f69985f63b9,Pizza Com Um Nome; Cajun Spice Topping Dynamic; Chicken Topping Dynamic; Garlic Topping Dynamic; Mozzarella Topping Dynamic; Red Onion Topping Dynamic; Sweet Pepper Topping Dynamic; Tomato Topping Dynamic,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4192,FS,GPT-5 mini,36885bf5ef3cc35ede62e03a139fa644c63f6298993697d0b624159e3f5d2d8c,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PolloAdAstra_38_PolloAdAstra_38-PolloAdAstra_38-rdf:type-MC,openai_gpt_5_mini_2025_08_07_response,171460576881f53c16a30c6797555f3802827e6382f38a2b9d626adc3766f1f0,CONFIDENCE: 1.0,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4192,FS,Gemini 2.5 Flash-Lite,36885bf5ef3cc35ede62e03a139fa644c63f6298993697d0b624159e3f5d2d8c,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PolloAdAstra_38_PolloAdAstra_38-PolloAdAstra_38-rdf:type-MC,openrouter_google_gemini_2_5_flash_lite_response,025de88ef577a0787fc90bf1d32e98c42ad617722775a79dabb3bccc8866698d,"NamedPizza, NamedIndividual",1.0,requested_schema_conformant,exact model and exact evaluated input hash
4192,FS,Qwen3-30B-A3B-Instruct,36885bf5ef3cc35ede62e03a139fa644c63f6298993697d0b624159e3f5d2d8c,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PolloAdAstra_38_PolloAdAstra_38-PolloAdAstra_38-rdf:type-MC,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,a8d615e03957fa16a7fa72d764b73c8e749c2b0738c2f64ae0ba2719d243e1dd,ns1:NamedPizza; owl:NamedIndividual,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4194,NL,GPT-5 mini,cff31f9b09dbbd631905c2b1f577d541980e9e13ab9befb22326572f57e4e1f5,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PolloAdAstra_39_PolloAdAstra_39-PolloAdAstra_39-rdf:type-MC,openai_gpt_5_mini_2025_08_07_response,ba0b39d005f66cea682c680d2d9ae9431106731ddcb81d8b2968a548061b4448,Pizza_Com_Um_Nome,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4194,NL,Gemini 2.5 Flash-Lite,cff31f9b09dbbd631905c2b1f577d541980e9e13ab9befb22326572f57e4e1f5,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PolloAdAstra_39_PolloAdAstra_39-PolloAdAstra_39-rdf:type-MC,openrouter_google_gemini_2_5_flash_lite_response,bdd5f9edbc50e3f0960dd1afd2f8f4828d647672fcaf31f8b90aaac4c5a6e69a,Pizza Com Um Nome,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4194,NL,Qwen3-30B-A3B-Instruct,cff31f9b09dbbd631905c2b1f577d541980e9e13ab9befb22326572f57e4e1f5,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PolloAdAstra_39_PolloAdAstra_39-PolloAdAstra_39-rdf:type-MC,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,89040b0ede27949aef9311ab7f4006352edca5b44349b32e85493f69985f63b9,Pizza Com Um Nome; Cajun Spice Topping Dynamic; Chicken Topping Dynamic; Garlic Topping Dynamic; Mozzarella Topping Dynamic; Red Onion Topping Dynamic; Sweet Pepper Topping Dynamic; Tomato Topping Dynamic,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4194,FS,GPT-5 mini,6e6eb293c4959e06ea8dfad12828ffac3eeec2793bf55ce28380f394121a5c79,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PolloAdAstra_39_PolloAdAstra_39-PolloAdAstra_39-rdf:type-MC,openai_gpt_5_mini_2025_08_07_response,171460576881f53c16a30c6797555f3802827e6382f38a2b9d626adc3766f1f0,CONFIDENCE: 1.0,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4194,FS,Gemini 2.5 Flash-Lite,6e6eb293c4959e06ea8dfad12828ffac3eeec2793bf55ce28380f394121a5c79,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PolloAdAstra_39_PolloAdAstra_39-PolloAdAstra_39-rdf:type-MC,openrouter_google_gemini_2_5_flash_lite_response,26edf9a8217ed6b22c210d95da1d9bb4a06b66db9eee297f65be63176fe606ef,"ns1:NamedPizza, owl:NamedIndividual",1.0,requested_schema_conformant,exact model and exact evaluated input hash
4194,FS,Qwen3-30B-A3B-Instruct,6e6eb293c4959e06ea8dfad12828ffac3eeec2793bf55ce28380f394121a5c79,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PolloAdAstra_39_PolloAdAstra_39-PolloAdAstra_39-rdf:type-MC,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,a8d615e03957fa16a7fa72d764b73c8e749c2b0738c2f64ae0ba2719d243e1dd,ns1:NamedPizza; owl:NamedIndividual,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4200,NL,GPT-5 mini,5bbb6e2946768d8ec561e62eb97c21fb9ab2eba4e7d6849c32764ce7844d1ca0,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PrinceCarlo_32_PrinceCarlo_32-PrinceCarlo_32-rdf:type-MC,openai_gpt_5_mini_2025_08_07_response,bdd5f9edbc50e3f0960dd1afd2f8f4828d647672fcaf31f8b90aaac4c5a6e69a,Pizza Com Um Nome,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4200,NL,Gemini 2.5 Flash-Lite,5bbb6e2946768d8ec561e62eb97c21fb9ab2eba4e7d6849c32764ce7844d1ca0,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PrinceCarlo_32_PrinceCarlo_32-PrinceCarlo_32-rdf:type-MC,openrouter_google_gemini_2_5_flash_lite_response,bdd5f9edbc50e3f0960dd1afd2f8f4828d647672fcaf31f8b90aaac4c5a6e69a,Pizza Com Um Nome,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4200,NL,Qwen3-30B-A3B-Instruct,5bbb6e2946768d8ec561e62eb97c21fb9ab2eba4e7d6849c32764ce7844d1ca0,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PrinceCarlo_32_PrinceCarlo_32-PrinceCarlo_32-rdf:type-MC,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,07c1f728fc0c16e5c678a17fc83ad5c127858ed6c8696d089217810b846f6736,Prince Carlo; Pizza Com Um Nome; Leek Topping Dynamic; Mozzarella Topping Dynamic; Parmesan Topping Dynamic; Rosemary Topping Dynamic; Tomato Topping Dynamic,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4200,FS,GPT-5 mini,1d9f1b81eb0e1476097ae079c389c1625c7e65f93ab999012b452d74c830e76c,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PrinceCarlo_32_PrinceCarlo_32-PrinceCarlo_32-rdf:type-MC,openai_gpt_5_mini_2025_08_07_response,2519ff143176991054d4ab427d6bbc5c012d110aa3e20e8ae546206daea15d3b,CONFIDENCE: 1.0,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4200,FS,Gemini 2.5 Flash-Lite,1d9f1b81eb0e1476097ae079c389c1625c7e65f93ab999012b452d74c830e76c,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PrinceCarlo_32_PrinceCarlo_32-PrinceCarlo_32-rdf:type-MC,openrouter_google_gemini_2_5_flash_lite_response,0266b49ff7a075e4388fa8f4ab3db51c6e36bc351f1cbb930988ed391048259c,"NamedPizza, owl:NamedIndividual",1.0,requested_schema_conformant,exact model and exact evaluated input hash
4200,FS,Qwen3-30B-A3B-Instruct,1d9f1b81eb0e1476097ae079c389c1625c7e65f93ab999012b452d74c830e76c,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PrinceCarlo_32_PrinceCarlo_32-PrinceCarlo_32-rdf:type-MC,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,a8d615e03957fa16a7fa72d764b73c8e749c2b0738c2f64ae0ba2719d243e1dd,ns1:NamedPizza; owl:NamedIndividual,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4206,NL,GPT-5 mini,8ea7d290784c8b4b9ab8434699e912a548bf479f910add9da8f68fcf725f139f,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PrinceCarlo_66_PrinceCarlo_66-PrinceCarlo_66-hasTopping-MC,openai_gpt_5_mini_2025_08_07_response,f12a2ae24a2f7b222868c1ecec99299ad8f87e381605260e8b99237a6e016a9d,Leek Topping Dynamic; Mozzarella Topping Dynamic; Parmesan Topping Dynamic; Rosemary Topping Dynamic; Tomato Topping Dynamic,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4206,NL,Gemini 2.5 Flash-Lite,8ea7d290784c8b4b9ab8434699e912a548bf479f910add9da8f68fcf725f139f,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PrinceCarlo_66_PrinceCarlo_66-PrinceCarlo_66-hasTopping-MC,openrouter_google_gemini_2_5_flash_lite_response,9929591b80679804980d912eb99bd820b232ceae37f0008a3913565a66b39f6a,Leek Topping Dynamic;Mozzarella Topping Dynamic;Parmesan Topping Dynamic;Rosemary Topping Dynamic;Tomato Topping Dynamic,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4206,NL,Qwen3-30B-A3B-Instruct,8ea7d290784c8b4b9ab8434699e912a548bf479f910add9da8f68fcf725f139f,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PrinceCarlo_66_PrinceCarlo_66-PrinceCarlo_66-hasTopping-MC,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,f12a2ae24a2f7b222868c1ecec99299ad8f87e381605260e8b99237a6e016a9d,Leek Topping Dynamic; Mozzarella Topping Dynamic; Parmesan Topping Dynamic; Rosemary Topping Dynamic; Tomato Topping Dynamic,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4206,FS,GPT-5 mini,e92d391fc373ea929c8b149aae1e34ee07e35b563ad28f8a20fc1179236a0780,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PrinceCarlo_66_PrinceCarlo_66-PrinceCarlo_66-hasTopping-MC,openai_gpt_5_mini_2025_08_07_response,69287ccaf4c6b356d2d2d82545116f48997a3c28acb388ec9004b954d91869ab,LeekTopping_dynamic_1;MozzarellaTopping_dynamic_1;ParmesanTopping_dynamic_1;RosemaryTopping_dynamic_1;TomatoTopping_dynamic_1,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4206,FS,Gemini 2.5 Flash-Lite,e92d391fc373ea929c8b149aae1e34ee07e35b563ad28f8a20fc1179236a0780,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PrinceCarlo_66_PrinceCarlo_66-PrinceCarlo_66-hasTopping-MC,openrouter_google_gemini_2_5_flash_lite_response,42195c07fe108b3d6638e0385f8c79fa427d242d149610d53bbf0a808c22d316,LeekTopping_dynamic_1; MozzarellaTopping_dynamic_1; ParmesanTopping_dynamic_1; RosemaryTopping_dynamic_1; TomatoTopping_dynamic_1,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4206,FS,Qwen3-30B-A3B-Instruct,e92d391fc373ea929c8b149aae1e34ee07e35b563ad28f8a20fc1179236a0780,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PrinceCarlo_66_PrinceCarlo_66-PrinceCarlo_66-hasTopping-MC,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,42195c07fe108b3d6638e0385f8c79fa427d242d149610d53bbf0a808c22d316,LeekTopping_dynamic_1; MozzarellaTopping_dynamic_1; ParmesanTopping_dynamic_1; RosemaryTopping_dynamic_1; TomatoTopping_dynamic_1,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4207,NL,GPT-5 mini,5005d4ef6e977e98f3d00445b6be5f90b1333802008934e5867ac320b06742b6,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PrinceCarlo_74_PrinceCarlo_74-PrinceCarlo_74-rdf:type-MC,openai_gpt_5_mini_2025_08_07_response,ba0b39d005f66cea682c680d2d9ae9431106731ddcb81d8b2968a548061b4448,Pizza_Com_Um_Nome,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4207,NL,Gemini 2.5 Flash-Lite,5005d4ef6e977e98f3d00445b6be5f90b1333802008934e5867ac320b06742b6,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PrinceCarlo_74_PrinceCarlo_74-PrinceCarlo_74-rdf:type-MC,openrouter_google_gemini_2_5_flash_lite_response,bdd5f9edbc50e3f0960dd1afd2f8f4828d647672fcaf31f8b90aaac4c5a6e69a,Pizza Com Um Nome,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4207,NL,Qwen3-30B-A3B-Instruct,5005d4ef6e977e98f3d00445b6be5f90b1333802008934e5867ac320b06742b6,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PrinceCarlo_74_PrinceCarlo_74-PrinceCarlo_74-rdf:type-MC,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,07c1f728fc0c16e5c678a17fc83ad5c127858ed6c8696d089217810b846f6736,Prince Carlo; Pizza Com Um Nome; Leek Topping Dynamic; Mozzarella Topping Dynamic; Parmesan Topping Dynamic; Rosemary Topping Dynamic; Tomato Topping Dynamic,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4207,FS,GPT-5 mini,d17413b9ad48046607162aa68c450dc8ff35be2d00c95a39719c0f996130a9a0,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PrinceCarlo_74_PrinceCarlo_74-PrinceCarlo_74-rdf:type-MC,openai_gpt_5_mini_2025_08_07_response,171460576881f53c16a30c6797555f3802827e6382f38a2b9d626adc3766f1f0,CONFIDENCE: 1.0,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4207,FS,Gemini 2.5 Flash-Lite,d17413b9ad48046607162aa68c450dc8ff35be2d00c95a39719c0f996130a9a0,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PrinceCarlo_74_PrinceCarlo_74-PrinceCarlo_74-rdf:type-MC,openrouter_google_gemini_2_5_flash_lite_response,0266b49ff7a075e4388fa8f4ab3db51c6e36bc351f1cbb930988ed391048259c,"NamedPizza, owl:NamedIndividual",1.0,requested_schema_conformant,exact model and exact evaluated input hash
4207,FS,Qwen3-30B-A3B-Instruct,d17413b9ad48046607162aa68c450dc8ff35be2d00c95a39719c0f996130a9a0,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PrinceCarlo_74_PrinceCarlo_74-PrinceCarlo_74-rdf:type-MC,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,a8d615e03957fa16a7fa72d764b73c8e749c2b0738c2f64ae0ba2719d243e1dd,ns1:NamedPizza; owl:NamedIndividual,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4210,NL,GPT-5 mini,8ea7d290784c8b4b9ab8434699e912a548bf479f910add9da8f68fcf725f139f,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PrinceCarlo_90_PrinceCarlo_90-PrinceCarlo_90-hasTopping-MC,openai_gpt_5_mini_2025_08_07_response,9929591b80679804980d912eb99bd820b232ceae37f0008a3913565a66b39f6a,Leek Topping Dynamic;Mozzarella Topping Dynamic;Parmesan Topping Dynamic;Rosemary Topping Dynamic;Tomato Topping Dynamic,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4210,NL,Gemini 2.5 Flash-Lite,8ea7d290784c8b4b9ab8434699e912a548bf479f910add9da8f68fcf725f139f,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PrinceCarlo_90_PrinceCarlo_90-PrinceCarlo_90-hasTopping-MC,openrouter_google_gemini_2_5_flash_lite_response,9929591b80679804980d912eb99bd820b232ceae37f0008a3913565a66b39f6a,Leek Topping Dynamic;Mozzarella Topping Dynamic;Parmesan Topping Dynamic;Rosemary Topping Dynamic;Tomato Topping Dynamic,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4210,NL,Qwen3-30B-A3B-Instruct,8ea7d290784c8b4b9ab8434699e912a548bf479f910add9da8f68fcf725f139f,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,9ab86f0ce52d5c18be3f8eee5143875c6d54eae8dada9c6a6da94786ef5b44c5,1hop-NamedPizza_PrinceCarlo_90_PrinceCarlo_90-PrinceCarlo_90-hasTopping-MC,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,f12a2ae24a2f7b222868c1ecec99299ad8f87e381605260e8b99237a6e016a9d,Leek Topping Dynamic; Mozzarella Topping Dynamic; Parmesan Topping Dynamic; Rosemary Topping Dynamic; Tomato Topping Dynamic,1.0,requested_schema_conformant,exact model and exact evaluated input hash
4210,FS,GPT-5 mini,90b202b4547348626c9b2e5bc0bc58baeaea904e81d0926774a2a75329b336e5,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PrinceCarlo_90_PrinceCarlo_90-PrinceCarlo_90-hasTopping-MC,openai_gpt_5_mini_2025_08_07_response,0ba35a2962e9ed0430d33dfbb2befe6a4b046694ccec98527b78db8dd414e5dc,LeekTopping_dynamic_1;MozzarellaTopping_dynamic_1;ParmesanTopping_dynamic_1;RosemaryTopping_dynamic_1;TomatoTopping_dynamic_1,0.9,requested_schema_conformant,exact model and exact evaluated input hash
4210,FS,Gemini 2.5 Flash-Lite,90b202b4547348626c9b2e5bc0bc58baeaea904e81d0926774a2a75329b336e5,data/output/final_benchmark_llm_results/pizza_100_1hop/openai_gpt_5_mini_2025_08_07__openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,39f3dfa7d2c794302f4b2ceed2ba96d481c5ef51a00e5edddd4eaad67e9dfb17,1hop-NamedPizza_PrinceCarlo_90_PrinceCarlo_90-PrinceCarlo_90-hasTopping-MC,openrouter_google_gemini_2_5_flash_lite_response,42195c07fe108b3d6638e0385f8c79fa427d242d149610d53bbf0a808c22d316,LeekTopping_dynamic_1; MozzarellaTopping_dynamic_1; ParmesanTopping_dynamic_1; RosemaryTopping_dynamic_1; TomatoTopping_dynamic_1,1.0,requested_schema_conformant,exact model and exact evaluated input hash
