task_id,representation,input_hash,gold_semantics
4595,FS,8e58a847aea1c9ab870efaffc519c8b6b5b5843b08bdd818cc370bdac6931947,"{""answer"":""HotGreenPepperTopping_dynamic_1;JalapenoPepperTopping_dynamic_1;MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4595,AR,528887906767fbf918bda3d65056726839997ee4af1d78c977e57eb993d4a62c,"{""answer"":""HotGreenPepperTopping_dynamic_1;JalapenoPepperTopping_dynamic_1;MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4596,NL,bbf8cc647ea336ae25b267e4981d8c09ba508c3fa12f417386705b678a2cda65,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4596,FS,72353359646927f860d4770cee5b252c249d1ddb1046f75e3eac8e94a50b60cb,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4596,AR,8758548606ecc712a20f53d65dc8c5c5436fe77a5887400b10b8c2a2fcca3fa0,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4597,NL,50b0d23dfd42bad8360b0ee7eff7b51b78e5784437a4b7420d539f4fdc09883d,"{""answer"":""HotGreenPepperTopping_dynamic_1;JalapenoPepperTopping_dynamic_1;MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4597,FS,6bd2f856dc53ef4493fd081efb2a7b87d7aa85525d2a16e29a5ef779040d2201,"{""answer"":""HotGreenPepperTopping_dynamic_1;JalapenoPepperTopping_dynamic_1;MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4597,AR,2d3cd18af3ff5da242c18336f6f323e0f687c443e1f5dff8bf5a06a3090fc9e3,"{""answer"":""HotGreenPepperTopping_dynamic_1;JalapenoPepperTopping_dynamic_1;MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4598,NL,3cdca3c8efdc8c7604f61c1f3c9870ba712516b6cfe1af6922a2013eb9c172e3,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4598,FS,a27a3de76864537da4c950b8af382fce0d9951a546e7e15793d31939a22bf6d1,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4598,AR,e228544e347d37a13d3a2c2ed8e27b6a9ecf3a4dc9f7141fbb979b358234ad8f,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4599,NL,9d6b53955c54b33d449f48851f8c791e175f8865644b66087fc3ed5a3e8d8ae0,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4599,FS,c1657298fe9f22f939f651b3483337e92698699de40761d3089bd3b856160832,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4599,AR,28cacaac1692871951cd05aad9ea378b7fcb640076493b797cb98734dc1b1574,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4600,NL,dd74b88361313dc790859d4cf7ccbaf3ca840e29455a785ed1024dd1642ae011,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4600,FS,18cc6ec78aa793f322c2c4146423c1f56b5e34616645a08c34a37d06e8c723df,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4600,AR,20079d4048d715ae6eb361637d7bbe0f3465804296e547cef96039256c71287b,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4601,NL,287f8b66c89a50807a624010907cac892e1afb1fa83389e7f577e10076e56068,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4601,FS,dcc5b07432ffe54891979c83ddaf5d27b78060cbbdca14eb194c084449020701,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4601,AR,a9de3271bb858cda2a43446b6bcab697b38036f6f4724427b384fae6d5ce4b89,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4602,NL,c07e12ec9a9805f91d79b750c39d2dde1e53fffd368b879a0e4d420dc442f930,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4602,FS,9a066be294c0ac8ae1086965905873491d52b17e78b8e418502049d2c2fad864,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4602,AR,a5423658dcd7dbbd145a12be38dedd0b937ce77a9fbea09eac5e6cd20822190a,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4603,NL,30cc68b5895a0422fe113c3f0ec03aea9ae4b7c74c9ae176492e28bf047950d0,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4603,FS,fc7bf7a3ea6dcb46a14bbe5f0fa2fd8966d4011ac27839de75043a47751947fd,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4603,AR,551a5be515eaaad640d3a96fec9ba3f4517a9e9053db5add45d141d2ec179a51,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4604,NL,2e67fa289bc6540b9b64c71484a38b9a877be04add0abc86ecd632af878486ee,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4604,FS,269764ae1966b9115f2ed7e6f7063ab7f6406bf3c995d4a795c2893371e12259,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4604,AR,e4009bdfe1f7d49965c4896e0ca7911c9f3573c48df86ad428be4493f069c214,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4605,NL,38e6ec510e58ce2f680d968940d91a501d9d11792c434d19df0ae6572fca9be3,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4605,FS,a12889b34fa0746f1d8e927aca3c76486a7392cf13333b53eada80eddeca605a,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4605,AR,99c91c60a9199f02965d10c30db8d08e632db46f4f9d7e08631befe53b94b05b,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4606,NL,1e7265601e5d0537cd76b802649b44b4612932a7beba8ecd8e402599c51bda81,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4606,FS,a7f790ffa2912af7e982b3483c5e5548c36f1cf56e9731f79fc905f1741439d9,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4606,AR,7a2fd9ab5daf2fcabf6795849f096202708d6373a90300c835aab1616b15c233,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4607,NL,cf412d8cee1a8fc5574943327d83282c932c98539ee3dd2f1f249b1d7bf6ebaf,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4607,FS,e016a7fdd9a8af0760b1fdc8a8ce2d4b44c5cc3bfb428276590695ef92ee46e3,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4607,AR,fd54fdd8674f71495afeb14e163d59bb3246edf9a4b280d45ec674422a479828,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4608,NL,de9096b7619f96dcaecaf125e4fab76c5397655ae6973c6230001accf5f28694,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4608,FS,ba4ba779397d4d83699d359e9c8e01338643877df596405cbf07b88dad2122f5,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4608,AR,1f737ff1147235670e57ea6161d105ccea65f7e8541c383daf68414b2d3f4409,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4609,NL,3d41161b0ffa5b7dd30a6705d28d49c70268085469d50a9fa52bd388dcfe0899,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4609,FS,d7a4310dab1c2a74d4ffa96bd8069ea50f288888ce382f0ef26bde9f8cec4889,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4609,AR,b54e963a5f938d5c2ce14f003ddf6568bbb78c1afa37a1ad9cb88a49f6859a60,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4610,NL,45c733c1d2dd8c9d4f58d8fbb2b93af807257a823a20c1c7f93debff050f4003,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4610,FS,83f152e229650a27d627698766e38ca2219695e2aa47f09233394a0edc9a6be5,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4610,AR,4734853e374a9298ec6f53fe585cf2696343a3d1eeb362b8a2960831f77fce30,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4611,NL,15b4b5e5641cc09b9b6059d36fc381caeb5292abb4df13a9bff1c6b405199c32,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4611,FS,44a930a92294eb01f292d745132f93d37f8542d3b1765e9be4f252ace467a568,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4611,AR,0bdbf9760c05c11d7394a6af18f190b3f168021adb04438dd12ca285787e8ec5,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4612,NL,d240b75884ca75ff03b1cfbd9d43bb54ac1648a4ee1aa9f65a4e5d452ff49c14,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4612,FS,be83acbf9502ec0dec9b56e568e0b715f448bdf242a940578ba2264d950279ed,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4612,AR,959b1ae7fc73c6b1af53aedd817d056f859417af4ca6248c43adadc9ec3c2b46,"{""answer"":""MozzarellaTopping_dynamic_1;PeperoniSausageTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4613,NL,f65928d6b14b713ae12050092e320563e3904d65fc5991e13bb63e0a8163f668,"{""answer"":""MozzarellaTopping_dynamic_1;OnionTopping_dynamic_1;PeperonataTopping_dynamic_1;PrawnsTopping_dynamic_1;TobascoPepperSauce_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4613,FS,5efc818c8a8fe24d7c1369900ca3263ab38cb08ce5415a0bf5069fcc788cba2a,"{""answer"":""MozzarellaTopping_dynamic_1;OnionTopping_dynamic_1;PeperonataTopping_dynamic_1;PrawnsTopping_dynamic_1;TobascoPepperSauce_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4613,AR,c969641683747bdfdcc2ceab736cc3ba528877b37ad25493e592fce9203526c5,"{""answer"":""MozzarellaTopping_dynamic_1;OnionTopping_dynamic_1;PeperonataTopping_dynamic_1;PrawnsTopping_dynamic_1;TobascoPepperSauce_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4614,NL,0dd827ff81145f0ee21cb296806914d6ee53f72b0bda07a1be448636c4c7382e,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4614,FS,b06d688d6707e477e197ec54e08bf88bd233b508ed78e09d0fdbafb4600ac3ea,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4614,AR,a2fbbdeb1ac03157bfa50ad8f277d8d1922fff6d2f3e788b7ec3abd0720e276c,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4615,NL,4cfb61b7920b0664dcb6c93d7e2c3d6168d7ffcd328688a8618caa03a1a5bbe8,"{""answer"":""MozzarellaTopping_dynamic_1;OnionTopping_dynamic_1;PeperonataTopping_dynamic_1;PrawnsTopping_dynamic_1;TobascoPepperSauce_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4615,FS,1f910ae18f01c31073051117bfd24577e3ee0044425d5e1a0569e2857ab97672,"{""answer"":""MozzarellaTopping_dynamic_1;OnionTopping_dynamic_1;PeperonataTopping_dynamic_1;PrawnsTopping_dynamic_1;TobascoPepperSauce_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4615,AR,b07fb62c9e349820f2610b12c8761fa1f590831f74750f1fbe4df140efb33a56,"{""answer"":""MozzarellaTopping_dynamic_1;OnionTopping_dynamic_1;PeperonataTopping_dynamic_1;PrawnsTopping_dynamic_1;TobascoPepperSauce_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4616,NL,ec0fbfde3018ee95fba2b0570ad6a8363dd6e2e7c81ce8af51ff0033251b058d,"{""answer"":""MozzarellaTopping_dynamic_1;OnionTopping_dynamic_1;PeperonataTopping_dynamic_1;PrawnsTopping_dynamic_1;TobascoPepperSauce_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4616,FS,fda14132440dbdc325e73e06371adcb6b2ff6a93be2d0802c3055de74515377b,"{""answer"":""MozzarellaTopping_dynamic_1;OnionTopping_dynamic_1;PeperonataTopping_dynamic_1;PrawnsTopping_dynamic_1;TobascoPepperSauce_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4616,AR,30a9fbd691682a77660c252eca283519c778774fff6151d4dc826174ad0b07da,"{""answer"":""MozzarellaTopping_dynamic_1;OnionTopping_dynamic_1;PeperonataTopping_dynamic_1;PrawnsTopping_dynamic_1;TobascoPepperSauce_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4617,NL,47b43680be68d8623cce1bf36bcb6f6a772d5b091caeb2586042522208b3c7b4,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4617,FS,357ba8ffc015f400787e52078bda01121bd6ccf9c58f78aac2eebb4bdc1f97be,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4617,AR,8288b637c91d4560dc80fd14b49f08a76cfaa53121c7acbf5d78bf05d6dbffa4,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4618,NL,dd31598884068844c5d8133e1ac4a4cd4ecfb27a1254d9dbf843a1090f0b5442,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4618,FS,eb15655334f7211e2ed1430289da87fca5cd1ebbb6b4e71f06bdd8c6a9bd1a7b,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4618,AR,daacdb6dc10d6518f1607b7d941ff9d271e138f39f92f4f6e55f94fd986298d0,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4619,NL,857bfaa734e4907b0fe55d2afdbcc24b42b3705f68841d7e274c74c48297ed44,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4619,FS,302f2dbe83f2aed7ea75c7a1897f9a62098e3ad79776a10635fbdf224ec89e63,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4619,AR,76a47da0d35e78449af7630c8689419061af6971637363950383650d36b23120,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4620,NL,6a9c650007e38a942c37580373580f24116f62408916870a42b8466d2938ae3b,"{""answer"":""AnchoviesTopping_dynamic_1;CaperTopping_dynamic_1;HamTopping_dynamic_1;MozzarellaTopping_dynamic_1;OliveTopping_dynamic_1;PeperonataTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4620,FS,57a8cbc97564ea21a4cdd104fe845ee1ec707d968e1cca050c21d8e93377d62f,"{""answer"":""AnchoviesTopping_dynamic_1;CaperTopping_dynamic_1;HamTopping_dynamic_1;MozzarellaTopping_dynamic_1;OliveTopping_dynamic_1;PeperonataTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4620,AR,524be6152f89348dab37dfe001539e93dfa5351fab61d8a315395425faa15c92,"{""answer"":""AnchoviesTopping_dynamic_1;CaperTopping_dynamic_1;HamTopping_dynamic_1;MozzarellaTopping_dynamic_1;OliveTopping_dynamic_1;PeperonataTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4621,NL,52cd785d6a548d8b54f68d19061510981c3a210b9bf706a2c772dfcf559b1ec2,"{""answer"":""AnchoviesTopping_dynamic_1;CaperTopping_dynamic_1;HamTopping_dynamic_1;MozzarellaTopping_dynamic_1;OliveTopping_dynamic_1;PeperonataTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4621,FS,a1b932bd57164538a79265f93eb498d1a9befddd2c1a03f5e3b85924b64d3593,"{""answer"":""AnchoviesTopping_dynamic_1;CaperTopping_dynamic_1;HamTopping_dynamic_1;MozzarellaTopping_dynamic_1;OliveTopping_dynamic_1;PeperonataTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4621,AR,edae91e48b2359ba1439567871e7106bd074b8dbc5104cb16ff5b3172d28d800,"{""answer"":""AnchoviesTopping_dynamic_1;CaperTopping_dynamic_1;HamTopping_dynamic_1;MozzarellaTopping_dynamic_1;OliveTopping_dynamic_1;PeperonataTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4622,NL,7ca7a696e148b3463a8b2eca6a4d6d69fb085da4577fee86229f60c9e9e1092d,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4622,FS,e76c2291df332c197f7e5bce357c163cbee377cb2e16c15c1ec41c29036052a7,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4622,AR,50a2b0e02e65dde035df418dae2cc7981fa05d4312e32ad33ff66ad2b4cceb1f,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4623,NL,a5e309c3805be086e63275ba41bb7dbbec1e339d8f19c3251eebd1cb79052f7b,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4623,FS,56bf2bd9db323dd4cedc6053808abf9697ea15090cf812d3cae3f1674f986c10,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4623,AR,c14779ceb6fbb2102821730ef9ed1cd313b7686cad9cb9cac16ad45db214dd9d,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4624,NL,d0191ef329e7b1d1a4d0d09d537c2eda23aac887f7f2f1e90b89e30621e3d7e6,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4624,FS,ecb8f6e437e5b45d148781364223fd3ceca3d1ca1c87c180820b3811bf6d679b,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4624,AR,0adf5e9e1d1a7fb4760507472c8899d783c86267cb4f3505cbdaa8bc48c50613,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4625,NL,7dd23a990639792e875785ebb6c07bffb262980cca116ea2efa75b69e8b34b5a,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4625,FS,a37a6d8b94a0934da2d189164b8fc751fd02f08d253282984b07fb3016173bc1,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4625,AR,99d339b629a07d3289bed177b6d1233689bae1bd95869db9c6fcc934858cd8ff,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4626,NL,5a360a1d21ef12aae22dc7b9b69d0fcaad0dccb02e3a0e8f4a107a852f56ba6a,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4626,FS,3d8663ca3d2c3f12ddc00fdfdabc14e809ba0aab95f25c6eff71ebe198ec4c8b,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4626,AR,ae643dc0f12afdc43fbb0cb0f6e56d85760d09cc8b3eee5e95993e0a4e23a3c2,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4627,NL,723df27273a466bae1c0758a750b49a9b812de1cb1634fe579bcda179cab3de8,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4627,FS,b5e95785afbb48000fd92904a146a591d4e54571a61d5c62aa5f3d556f67bd18,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4627,AR,a9c6af01971d736fdd7e6e195cfd0046c33499c4d0b2ad5d96cc72e9ffd462c4,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4628,NL,ea804b8d84b125581a5b83ba1cbd34539bec2ded412085ea2142317411dd1d04,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4628,FS,e3d862fc6d4ea2e3c90d7a8732c89778b481883ed12683927ef2451fc1a1a0b8,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4628,AR,3891ea40b2fd5b904d0393846b7c40fc7fbd722e021f08db08666eb1a070661f,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4629,NL,690d35983a3e70407d5db863fc488d05d96fee7e205936cb3d97a0e742f4414f,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4629,FS,06ba12f066d52e9f4624e97a4cc49cc8b07ca4549c2c7ce257b605a17ccb7554,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4629,AR,084d4bc2969038d7f930a4404b1311fe44445ad21532479a05e7d7a045f27df3,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4630,NL,70c61aac28d1b6d5f63beafbbbba3ce4fc398c69b0f40ced5a6e861596c06ae7,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4630,FS,ab2e25d2511996b83c53215a2ae1437a0a0707af19fdad678f1f5b1adcae9d58,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4630,AR,f284f950492efebec52c32232ac4577531542977cf4731a63b78fb047ab95084,"{""answer"":""GoatsCheeseTopping_dynamic_1;MozzarellaTopping_dynamic_1;SundriedTomatoTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4631,NL,2d221970268acbe882265a44122e5a885c45cafebb7c0ad6585756a2e2ae7f3e,"{""answer"":""GarlicTopping_dynamic_1;MozzarellaTopping_dynamic_1;OliveTopping_dynamic_1;ParmesanTopping_dynamic_1;SpinachTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4631,FS,2190c681e1568b437626375cb6d866a8945fe941ba6e4587638020df77fcf9c8,"{""answer"":""GarlicTopping_dynamic_1;MozzarellaTopping_dynamic_1;OliveTopping_dynamic_1;ParmesanTopping_dynamic_1;SpinachTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4631,AR,e8908f61935b2855188a58d936358bd6c3717f30287bffd7b9e6ffaea4a36ef6,"{""answer"":""GarlicTopping_dynamic_1;MozzarellaTopping_dynamic_1;OliveTopping_dynamic_1;ParmesanTopping_dynamic_1;SpinachTopping_dynamic_1;TomatoTopping_dynamic_1"",""task_group"":""OEQA""}"
4632,NL,52b840a5c70ba4c209ee426bf84f6c706af6dc7a73bdb6adaa0974879acb45cf,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4632,FS,be75d3ae52672071640de54f680a96c39a939b04bf4e5f98567634493b43d349,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4632,AR,af7703631124e3894fe8686bd0d1beb3f28ae79146440b14449d48616cab642b,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
4633,NL,bce06bc9416f391615089e4bc1527334e23afa1764ddab8b0f41c75d19071717,"{""answer"":""DomainConcept;Food;Pizza"",""task_group"":""OEQA""}"
