ontology_scope,scope_rationale,entity_uri,entity_roles,candidate_normalized_label,final_nl_label,collision_resolved
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PGS17,individual,U0c3d0pgs17,U0c3d0pgs17 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PGS2,individual,U0c3d0pgs2,U0c3d0pgs2,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PGS3,individual,U0c3d0pgs3,U0c3d0pgs3,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PGS4,individual,U0c3d0pgs4,U0c3d0pgs4,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PGS5,individual,U0c3d0pgs5,U0c3d0pgs5,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PGS6,individual,U0c3d0pgs6,U0c3d0pgs6,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PGS7,individual,U0c3d0pgs7,U0c3d0pgs7,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PGS8,individual,U0c3d0pgs8,U0c3d0pgs8,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PGS9,individual,U0c3d0pgs9,U0c3d0pgs9 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PhD,individual,U0c3d0ph D,U0c3d0ph D,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PhDS0,individual,U0c3d0ph Ds0,U0c3d0ph Ds0,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PhDS1,individual,U0c3d0ph Ds1,U0c3d0ph Ds1,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PhDS2,individual,U0c3d0ph Ds2,U0c3d0ph Ds2,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PhDS3,individual,U0c3d0ph Ds3,U0c3d0ph Ds3,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0PhDS4,individual,U0c3d0ph Ds4,U0c3d0ph Ds4,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0SS0,individual,U0c3d0ss0,U0c3d0ss0,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0SS1,individual,U0c3d0ss1,U0c3d0ss1,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0SS2,individual,U0c3d0ss2,U0c3d0ss2,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0SS3,individual,U0c3d0ss3,U0c3d0ss3,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UG,individual,U0c3d0ug,U0c3d0ug (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC0,individual,U0c3d0ugc0,U0c3d0ugc0 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC1,individual,U0c3d0ugc1,U0c3d0ugc1 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC10,individual,U0c3d0ugc10,U0c3d0ugc10 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC11,individual,U0c3d0ugc11,U0c3d0ugc11 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC12,individual,U0c3d0ugc12,U0c3d0ugc12,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC13,individual,U0c3d0ugc13,U0c3d0ugc13,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC14,individual,U0c3d0ugc14,U0c3d0ugc14,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC15,individual,U0c3d0ugc15,U0c3d0ugc15,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC16,individual,U0c3d0ugc16,U0c3d0ugc16,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC17,individual,U0c3d0ugc17,U0c3d0ugc17 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC18,individual,U0c3d0ugc18,U0c3d0ugc18,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC19,individual,U0c3d0ugc19,U0c3d0ugc19,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC2,individual,U0c3d0ugc2,U0c3d0ugc2,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC3,individual,U0c3d0ugc3,U0c3d0ugc3,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC4,individual,U0c3d0ugc4,U0c3d0ugc4,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC5,individual,U0c3d0ugc5,U0c3d0ugc5,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC6,individual,U0c3d0ugc6,U0c3d0ugc6 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC7,individual,U0c3d0ugc7,U0c3d0ugc7,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC8,individual,U0c3d0ugc8,U0c3d0ugc8,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGC9,individual,U0c3d0ugc9,U0c3d0ugc9,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS0,individual,U0c3d0ugs0,U0c3d0ugs0 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS1,individual,U0c3d0ugs1,U0c3d0ugs1,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS10,individual,U0c3d0ugs10,U0c3d0ugs10,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS11,individual,U0c3d0ugs11,U0c3d0ugs11,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS12,individual,U0c3d0ugs12,U0c3d0ugs12,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS13,individual,U0c3d0ugs13,U0c3d0ugs13,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS14,individual,U0c3d0ugs14,U0c3d0ugs14,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS15,individual,U0c3d0ugs15,U0c3d0ugs15,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS16,individual,U0c3d0ugs16,U0c3d0ugs16,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS17,individual,U0c3d0ugs17,U0c3d0ugs17,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS18,individual,U0c3d0ugs18,U0c3d0ugs18,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS19,individual,U0c3d0ugs19,U0c3d0ugs19,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS2,individual,U0c3d0ugs2,U0c3d0ugs2,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS20,individual,U0c3d0ugs20,U0c3d0ugs20 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS21,individual,U0c3d0ugs21,U0c3d0ugs21,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS22,individual,U0c3d0ugs22,U0c3d0ugs22,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS23,individual,U0c3d0ugs23,U0c3d0ugs23 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS24,individual,U0c3d0ugs24,U0c3d0ugs24 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS25,individual,U0c3d0ugs25,U0c3d0ugs25,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS26,individual,U0c3d0ugs26,U0c3d0ugs26,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS27,individual,U0c3d0ugs27,U0c3d0ugs27 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS28,individual,U0c3d0ugs28,U0c3d0ugs28,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS29,individual,U0c3d0ugs29,U0c3d0ugs29,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS3,individual,U0c3d0ugs3,U0c3d0ugs3,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS30,individual,U0c3d0ugs30,U0c3d0ugs30,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS31,individual,U0c3d0ugs31,U0c3d0ugs31,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS32,individual,U0c3d0ugs32,U0c3d0ugs32,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS33,individual,U0c3d0ugs33,U0c3d0ugs33,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS4,individual,U0c3d0ugs4,U0c3d0ugs4,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS5,individual,U0c3d0ugs5,U0c3d0ugs5,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS6,individual,U0c3d0ugs6,U0c3d0ugs6 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS7,individual,U0c3d0ugs7,U0c3d0ugs7,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS8,individual,U0c3d0ugs8,U0c3d0ugs8,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0UGS9,individual,U0c3d0ugs9,U0c3d0ugs9,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0VP0,individual,U0c3d0vp0,U0c3d0vp0,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D0VP1,individual,U0c3d0vp1,U0c3d0vp1,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1,individual,U0c3d1,U0c3d1 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AP0,individual,U0c3d1ap0,U0c3d1ap0,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AP1,individual,U0c3d1ap1,U0c3d1ap1 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AP2,individual,U0c3d1ap2,U0c3d1ap2,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AP3,individual,U0c3d1ap3,U0c3d1ap3,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AP4,individual,U0c3d1ap4,U0c3d1ap4,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AP5,individual,U0c3d1ap5,U0c3d1ap5 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AP6,individual,U0c3d1ap6,U0c3d1ap6,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AP7,individual,U0c3d1ap7,U0c3d1ap7 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AP8,individual,U0c3d1ap8,U0c3d1ap8,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AP9,individual,U0c3d1ap9,U0c3d1ap9 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AssocP0,individual,U0c3d1assoc P0,U0c3d1assoc P0 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AssocP1,individual,U0c3d1assoc P1,U0c3d1assoc P1,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AssocP2,individual,U0c3d1assoc P2,U0c3d1assoc P2,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AssocP3,individual,U0c3d1assoc P3,U0c3d1assoc P3 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AssocP4,individual,U0c3d1assoc P4,U0c3d1assoc P4,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AssocP5,individual,U0c3d1assoc P5,U0c3d1assoc P5 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AssocP6,individual,U0c3d1assoc P6,U0c3d1assoc P6,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AssocP7,individual,U0c3d1assoc P7,U0c3d1assoc P7,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AssocP8,individual,U0c3d1assoc P8,U0c3d1assoc P8,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1AssocP9,individual,U0c3d1assoc P9,U0c3d1assoc P9,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1CS0,individual,U0c3d1cs0,U0c3d1cs0,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1CS1,individual,U0c3d1cs1,U0c3d1cs1,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC26,individual,U0c3d1ec26,U0c3d1ec26,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC27,individual,U0c3d1ec27,U0c3d1ec27,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC28,individual,U0c3d1ec28,U0c3d1ec28,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC29,individual,U0c3d1ec29,U0c3d1ec29,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC30,individual,U0c3d1ec30,U0c3d1ec30 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC31,individual,U0c3d1ec31,U0c3d1ec31,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC32,individual,U0c3d1ec32,U0c3d1ec32,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC33,individual,U0c3d1ec33,U0c3d1ec33,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC34,individual,U0c3d1ec34,U0c3d1ec34,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC35,individual,U0c3d1ec35,U0c3d1ec35 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC36,individual,U0c3d1ec36,U0c3d1ec36,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC37,individual,U0c3d1ec37,U0c3d1ec37 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC38,individual,U0c3d1ec38,U0c3d1ec38,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC39,individual,U0c3d1ec39,U0c3d1ec39,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1EC40,individual,U0c3d1ec40,U0c3d1ec40 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1FP0,individual,U0c3d1fp0,U0c3d1fp0,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1FP1,individual,U0c3d1fp1,U0c3d1fp1 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1FP2,individual,U0c3d1fp2,U0c3d1fp2 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1FP3,individual,U0c3d1fp3,U0c3d1fp3 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1FP4,individual,U0c3d1fp4,U0c3d1fp4 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1FP5,individual,U0c3d1fp5,U0c3d1fp5,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1FP6,individual,U0c3d1fp6,U0c3d1fp6,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1L0,individual,U0c3d1l0,U0c3d1l0,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1L1,individual,U0c3d1l1,U0c3d1l1,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1L2,individual,U0c3d1l2,U0c3d1l2,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1L3,individual,U0c3d1l3,U0c3d1l3 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1L4,individual,U0c3d1l4,U0c3d1l4,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS0,individual,U0c3d1os0,U0c3d1os0,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS1,individual,U0c3d1os1,U0c3d1os1,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS10,individual,U0c3d1os10,U0c3d1os10,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS11,individual,U0c3d1os11,U0c3d1os11,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS12,individual,U0c3d1os12,U0c3d1os12,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS13,individual,U0c3d1os13,U0c3d1os13,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS14,individual,U0c3d1os14,U0c3d1os14,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS15,individual,U0c3d1os15,U0c3d1os15,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS16,individual,U0c3d1os16,U0c3d1os16,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS17,individual,U0c3d1os17,U0c3d1os17,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS18,individual,U0c3d1os18,U0c3d1os18 (Owl2bench),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS19,individual,U0c3d1os19,U0c3d1os19,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS2,individual,U0c3d1os2,U0c3d1os2,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS20,individual,U0c3d1os20,U0c3d1os20,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS21,individual,U0c3d1os21,U0c3d1os21,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS3,individual,U0c3d1os3,U0c3d1os3,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS4,individual,U0c3d1os4,U0c3d1os4,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS5,individual,U0c3d1os5,U0c3d1os5,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS6,individual,U0c3d1os6,U0c3d1os6,false
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,https://kracr.iiitd.edu.in/OWL2Bench#U0C3D1OS7,individual,U0c3d1os7,U0c3d1os7,false
