task_id,semantic_key,dataset,hop,task,representation,model,model_id,api_provider,credential_source,input_hash,configuration_hash,status,requested_provider,requested_provider_name,canary
4658,sem-v1.1-d9d94772f31ac0e7a96db9a30683d98c056e35dd33266c49b5c2f6649174e4be,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,a5a2d6d0c525b98b85a3c876dee920d6da7ac71915a34f22d608efb9f2678b12,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4658,sem-v1.1-d9d94772f31ac0e7a96db9a30683d98c056e35dd33266c49b5c2f6649174e4be,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,06c43481f50a7e8d67c2f2c3b50c5b44be7c53656490144cee443de4ee15a09e,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4658,sem-v1.1-d9d94772f31ac0e7a96db9a30683d98c056e35dd33266c49b5c2f6649174e4be,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,9d73c09750ffee34844153d3a1a0f9cf57b69f81f2d555e1a0373fd005a636ee,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4659,sem-v1.1-d0eadc413a785b0f3c59c909b646de8fda5b8092a726d0e4093f946de0f33449,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,7c0f015fc9bc015e552c41038bc8605db2101fe4312925c1368782f0284dd692,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4659,sem-v1.1-d0eadc413a785b0f3c59c909b646de8fda5b8092a726d0e4093f946de0f33449,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,d0123cc78a63d2d0cd36fe7b9188195c1659ec939ee8d93ddcb2ef9ce6dbb37e,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4659,sem-v1.1-d0eadc413a785b0f3c59c909b646de8fda5b8092a726d0e4093f946de0f33449,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,4a49acc983c8f915995fad7056bc293baf27dbe9c63619cc4b2d31b7ab21ab75,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4660,sem-v1.1-3ceccdd355ce03f3e10faed3e5780e60ab6e287c50c996cab536cbf0f43556f9,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,f2975a0a8aa4da8d2376d3c66aa13245d58260260dffe9e97452b95034eb5545,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4660,sem-v1.1-3ceccdd355ce03f3e10faed3e5780e60ab6e287c50c996cab536cbf0f43556f9,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,765bdf0444c0f718bae3b87599e941d3721380efb7a639416fe94e9695733fff,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4660,sem-v1.1-3ceccdd355ce03f3e10faed3e5780e60ab6e287c50c996cab536cbf0f43556f9,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,2fff2f24418c1ce1d11dbb9681f551a90bf10f728263696e08465f1b819620b8,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4661,sem-v1.1-3f5ab8c32c9b004e8c07c90a34f9106ccbeb55be5a08796eb51f389ae0b68d0a,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,f8119178c2b81a6e846fb57c9ca2feb5dcfe00b339fe407206fc7d019ba904d1,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4661,sem-v1.1-3f5ab8c32c9b004e8c07c90a34f9106ccbeb55be5a08796eb51f389ae0b68d0a,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,f9c4b47ffad79441ee76e25f5ce2b590c86fd80051801ed329083398fc8248d1,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4661,sem-v1.1-3f5ab8c32c9b004e8c07c90a34f9106ccbeb55be5a08796eb51f389ae0b68d0a,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,a0772adb88d2c740db89d8307e6d8c4755d49514547c1b855f58cccbcaf27f25,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4662,sem-v1.1-b9a3d7e213244b89f9385aff5d8f7ecedc7ae65cfe7c93442382dc2097aa585f,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,48223230763d649fd62bfab1695a193300616d79419d293177bf7053d578a52e,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4662,sem-v1.1-b9a3d7e213244b89f9385aff5d8f7ecedc7ae65cfe7c93442382dc2097aa585f,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,f769a49780ebcad95d303e05f38d5455d80db12c54cc2208fb70ed680e20fa67,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4662,sem-v1.1-b9a3d7e213244b89f9385aff5d8f7ecedc7ae65cfe7c93442382dc2097aa585f,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,91c317786b34ab1f776063813fdfb100baf3fcdcafb27abcbc6dc2668157539a,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4663,sem-v1.1-6874ac7209074ebd466f29844df09a8fb0aa879e02af7789294f99297a3a4046,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,1bcaa8b57ce0ea69919f524f42019bf2701155fbda25c12af846e4eccc4db7e5,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4663,sem-v1.1-6874ac7209074ebd466f29844df09a8fb0aa879e02af7789294f99297a3a4046,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,efc39b59f594dbf18f2df00bbf60db802246b480dd183dae540a3092b47ba898,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4663,sem-v1.1-6874ac7209074ebd466f29844df09a8fb0aa879e02af7789294f99297a3a4046,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,81d37bde304d095241ef93388b9541fa76c011aab54c9c031b1312d10becb6dd,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4664,sem-v1.1-290c58b6d7fb59cd692b2709fb8f0d2195b1d113f1ab32505b33322a24447d37,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,96de80422c60365d64bb90f36d8e7a88c713100946eba61bda06aa53e392ac32,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4664,sem-v1.1-290c58b6d7fb59cd692b2709fb8f0d2195b1d113f1ab32505b33322a24447d37,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,7132ff240c416190cec33e4069db5871c1d8905ee54ddf9f62c8d13f51644875,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4664,sem-v1.1-290c58b6d7fb59cd692b2709fb8f0d2195b1d113f1ab32505b33322a24447d37,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,93548a4982720be5a52524878b7c3b355fe921a03605fce714b9f3235b4a96dd,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4665,sem-v1.1-3b2440c9f15e0ec2597d11a128b712a10a2dee1ed757df10e1b0d68c3182ce0e,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,f3f7cae8a1fe04711530a71e59cb2d952054240d8b7ad5a22d571efca7469e42,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4665,sem-v1.1-3b2440c9f15e0ec2597d11a128b712a10a2dee1ed757df10e1b0d68c3182ce0e,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,c6d48011e6a47b24279c6cddc90052b7f151ae31486e69103c60cfabfbbe59c2,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4665,sem-v1.1-3b2440c9f15e0ec2597d11a128b712a10a2dee1ed757df10e1b0d68c3182ce0e,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,9bc8b2bdbfdd7a31e891abe1c39f0ba4a1c2e9b784001d06ee00d9adfb41bba5,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4666,sem-v1.1-70cd2a14237995d2b174f0e799aa7228bd7d59e4fc9f679e32b8278096cf454c,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,efa421179e7388f952ccf2a2da3176556e1053e444eed557e19f9a198214d9c0,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4666,sem-v1.1-70cd2a14237995d2b174f0e799aa7228bd7d59e4fc9f679e32b8278096cf454c,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,2089f58f3a9bd1aba5b153a022ed25d27278ef239582adff75823b169b4eed6c,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4666,sem-v1.1-70cd2a14237995d2b174f0e799aa7228bd7d59e4fc9f679e32b8278096cf454c,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,f59afa7f3bee5fb2b40e27a5652cee3755630580c816b2c65a3e282adc561395,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4667,sem-v1.1-aec71ec3ef59bf8c350257e62922551a2c9b99936a153f48a03aa393229600c4,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,ff6fe63955ccc5130d3e286679c29ed2291066c2d69d7a0e498660d74200fd95,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4667,sem-v1.1-aec71ec3ef59bf8c350257e62922551a2c9b99936a153f48a03aa393229600c4,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,9052e42e22a425b5e57b6e25a105a350dd95f80ab2cfc65db43628ae5882c082,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4667,sem-v1.1-aec71ec3ef59bf8c350257e62922551a2c9b99936a153f48a03aa393229600c4,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,48e3f950007982163033bfcc80cfcceda563a81210c6e3a64423fc40567fbddb,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4668,sem-v1.1-5b63f75da0d2f77db28608de1c3b847089e6be31a31a149e50d7edbeb15b2231,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,1f1698d78e7e858bff6e3a5dc37995c345edbe6f3defe336f4bebcf713da41b6,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4668,sem-v1.1-5b63f75da0d2f77db28608de1c3b847089e6be31a31a149e50d7edbeb15b2231,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,c614954bc69bc88e13b0091eb79f68d146176329938e33ba3a4d964bc8eb8e3d,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4668,sem-v1.1-5b63f75da0d2f77db28608de1c3b847089e6be31a31a149e50d7edbeb15b2231,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,00a628eb53644d17ee121a6ccb3792f03cf340bfc9b8b675041ad2702f9e236c,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4669,sem-v1.1-ed706405ffa0c32b2df6f768c00a8960d469e0f9a54f3071f2ad5b8e25a14ef4,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,99ab93940381570f31f0f9138a35d2ec9457c83aaee2866a8300260aaa366afd,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4669,sem-v1.1-ed706405ffa0c32b2df6f768c00a8960d469e0f9a54f3071f2ad5b8e25a14ef4,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,e08669ac52d38710d3378cddd69540c8fd7a6cf39fc1a5741f53257ff6575d85,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4669,sem-v1.1-ed706405ffa0c32b2df6f768c00a8960d469e0f9a54f3071f2ad5b8e25a14ef4,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,a2eca37fc74327c85a80f947be6855628afeb16e358cd08115a6f3c2ebc9ed0a,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4670,sem-v1.1-4b82fc09c4981bfaaeb4102729543685eb6c8677d67043e76b60f21ab724021d,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,fc2ccc01bf35581f1a4de22dbe9c71b7a53fb81195898896a5757c65c69983bb,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4670,sem-v1.1-4b82fc09c4981bfaaeb4102729543685eb6c8677d67043e76b60f21ab724021d,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,6787bfac03d20d2414be342f67ca5bf875260bbd879be96929a8d6a87d76d627,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4670,sem-v1.1-4b82fc09c4981bfaaeb4102729543685eb6c8677d67043e76b60f21ab724021d,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,0ff1bc09ee4c5b0afc159202b84042487fade1f5b40cea791e6ff97375e29c90,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4671,sem-v1.1-2de2f85ce9e26c3ceaa4f5a83baa6c17a47ac46bef695dece355dfc9884bb219,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,90ea5f36c88b6db20189714c1b6413b9b10d732b5ad7de715077d77f840292c6,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4671,sem-v1.1-2de2f85ce9e26c3ceaa4f5a83baa6c17a47ac46bef695dece355dfc9884bb219,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,a2577073655f8ab56f2f288c0f545d09b82114cf43499f7f72622204f1496090,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4671,sem-v1.1-2de2f85ce9e26c3ceaa4f5a83baa6c17a47ac46bef695dece355dfc9884bb219,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,e2efc6b7d6ef6ed3fe5162194d87aaacc18ff5d9f32cfe74ef3b33b62fd396d7,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4672,sem-v1.1-3b7914517a2a5d248f4b88fef162f345f00e26488cad449dbb158d8714ea4ced,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,571ffd10eb550a5c5a3e35c631ca7783e149053c4d4fce18b62ea3cc7b228446,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4672,sem-v1.1-3b7914517a2a5d248f4b88fef162f345f00e26488cad449dbb158d8714ea4ced,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,e1e325864774c253584be5aa4f9eaca8f67b3dd00f4a0746b17c6ad13d8e1fff,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4672,sem-v1.1-3b7914517a2a5d248f4b88fef162f345f00e26488cad449dbb158d8714ea4ced,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,2e9742026af98af2c2bd1620466627ded8fd51122adc47cbaed3d8fbd9bc49a7,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4673,sem-v1.1-1f21ad0c1ce657558c2848aaf86203f58e700d4ed2b46f927cfbb3453f706362,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,e00c2dfb08f2a1fa50eed5018a2654673a9200e8de28678b3c679af1383df262,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4673,sem-v1.1-1f21ad0c1ce657558c2848aaf86203f58e700d4ed2b46f927cfbb3453f706362,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,a21ce243387dd9d66e762a006f78a5a577479c186721d8e7981838526cffff68,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4673,sem-v1.1-1f21ad0c1ce657558c2848aaf86203f58e700d4ed2b46f927cfbb3453f706362,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,59149ad3fa9bfb2f596444593316973adf8094f34790bafd53233dd713755c73,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4674,sem-v1.1-a3b2ec4d313789a484d82909a10d326da35552dabb67dc76c4cf2f379b306315,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,b1d3e0db6d0417537a11defe664ed170c6c04a77793762ad6bc9d4bd7c8f5591,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4674,sem-v1.1-a3b2ec4d313789a484d82909a10d326da35552dabb67dc76c4cf2f379b306315,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,3327acbfab3783ce828895aebf3966c4573711984fe863f396bf5b8823d869ef,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4674,sem-v1.1-a3b2ec4d313789a484d82909a10d326da35552dabb67dc76c4cf2f379b306315,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,3e1c781e021d6325c84f42040e52b05bffa1455e36f01e3aa620646428ac8870,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4675,sem-v1.1-abe497ccd9342e2ba842ab8e599e8de41085457560c1768a7b916859c974cfaa,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,9414e0be9cb2ce7ba3f923f8ff2ac5660a04ec9b07a3dbdca1b1d3e181eb7c19,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4675,sem-v1.1-abe497ccd9342e2ba842ab8e599e8de41085457560c1768a7b916859c974cfaa,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,f8cf32fc7be69b7b34b4bbd7da9e990eacc3c7876773b26fc1590706dee07841,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4675,sem-v1.1-abe497ccd9342e2ba842ab8e599e8de41085457560c1768a7b916859c974cfaa,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,82a121c9d3cea64714c94081b27d26ce45fb04fc6edc487464f56ce9a9c19d7d,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4676,sem-v1.1-c1dc76e6df836c0db5ec74a3987c52f68819ae2162dc375578b653a9d4d83836,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,ef6f7801285e0b96bfb269e68719fcc627fb4a33ae9fe5a912ea50b781645bfd,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4676,sem-v1.1-c1dc76e6df836c0db5ec74a3987c52f68819ae2162dc375578b653a9d4d83836,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,3ef56cea998317bb539108b5cb985d3a9a631c4db3ed009ccadaaac4f8ea4850,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4676,sem-v1.1-c1dc76e6df836c0db5ec74a3987c52f68819ae2162dc375578b653a9d4d83836,Pizza100,2hop,OEQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,3aa38eafbe77bcba52560cb36f29a7a2027ca1bd891f064a45d3b56eacc3c3e5,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4677,sem-v1.1-75734f7e1dc8ddd254a1a175eb95c24bd6e13d4318c49aee7bd4068a00001540,Pizza100,2hop,OEQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,01fa9d5b9f32af436e2c4e49aaf7b014db881c0abd06ab32fb49ef2dfad620d9,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
4677,sem-v1.1-75734f7e1dc8ddd254a1a175eb95c24bd6e13d4318c49aee7bd4068a00001540,Pizza100,2hop,OEQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,9514b0787dd3f0ca70c753ed8cdf096dea2eb8f3db3c0d2d846eb2edd38eb9ee,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
