Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Min Tag Length,Max Tag Length,Task ID temp,Bin_Size of ontology ABox,Bin_Min Tag Length,strata,split
1hop-Thing_henry_edmund_bright_1862_james_frank_hayden_bright_1891-james_frank_hayden_bright_1891-hasFather-BIN,Thing_henry_edmund_bright_1862,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#henry_edmund_bright_1862> },hasFather,TRUE,3,3,1hop-Thing_henry_edmund_bright_1862_james_frank_hayden_bright_1891-james_frank_hayden_bright_1891-hasFather,12.0,1.0,12.0_1.0,train
1hop-Thing_henry_edmund_bright_1862_william_george_bright_1901-william_george_bright_1901-hasRelation-BIN,Thing_henry_edmund_bright_1862,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_george_bright_1901> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_samuel_bright_1860> },hasRelation,TRUE,3,3,1hop-Thing_henry_edmund_bright_1862_william_george_bright_1901-william_george_bright_1901-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_henry_edmund_bright_1862_william_george_bright_1901-william_george_bright_1901-hasRelation-BIN,Thing_henry_edmund_bright_1862,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_george_bright_1901> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#caroline_martha_bright_1864> },hasRelation,TRUE,3,3,1hop-Thing_henry_edmund_bright_1862_william_george_bright_1901-william_george_bright_1901-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_henry_edmund_bright_1862_m115-m115-hasPartner-BIN,Thing_henry_edmund_bright_1862,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#m115> <http://www.example.com/genealogy.owl#hasPartner> <http://www.example.com/genealogy.owl#henry_edmund_bright_1862> },hasPartner,TRUE,3,3,1hop-Thing_henry_edmund_bright_1862_m115-m115-hasPartner,12.0,1.0,12.0_1.0,train
1hop-Thing_henry_edmund_bright_1862_henry_edmund_bright_1887-henry_edmund_bright_1887-isChildOf-BIN,Thing_henry_edmund_bright_1862,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#henry_edmund_bright_1862> },isChildOf,TRUE,3,3,1hop-Thing_henry_edmund_bright_1862_henry_edmund_bright_1887-henry_edmund_bright_1887-isChildOf,12.0,1.0,12.0_1.0,train
1hop-Thing_henry_edmund_bright_1887_henry_edmund_bright_1887-henry_edmund_bright_1887-hasSister-BIN,Thing_henry_edmund_bright_1887,173,10,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#nora_ada_bright_1899> },hasSister,TRUE,1,3,1hop-Thing_henry_edmund_bright_1887_henry_edmund_bright_1887-henry_edmund_bright_1887-hasSister,7.0,,7.0_nan,train
1hop-Thing_henry_edmund_bright_1887_henry_edmund_bright_1887-henry_edmund_bright_1887-hasSister-MC,Thing_henry_edmund_bright_1887,173,10,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.example.com/genealogy.owl#hasSister> ?x },hasSister,charlotte_caroline_jane_bright_1894; kathleen_minnie_bright_1904; nora_ada_bright_1899,1,3,1hop-Thing_henry_edmund_bright_1887_henry_edmund_bright_1887-henry_edmund_bright_1887-hasSister,7.0,,7.0_nan,train
1hop-Thing_henry_edmund_bright_1887_henry_edmund_bright_1887-henry_edmund_bright_1887-hasSister-BIN,Thing_henry_edmund_bright_1887,173,10,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#kathleen_minnie_bright_1904> },hasSister,TRUE,1,3,1hop-Thing_henry_edmund_bright_1887_henry_edmund_bright_1887-henry_edmund_bright_1887-hasSister,7.0,,7.0_nan,train
1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation-BIN,Thing_henry_green_1836,173,17,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#frank_reginald_green_1883> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> },hasRelation,TRUE,3,3,1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation-MC,Thing_henry_green_1836,173,17,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#frank_reginald_green_1883> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,eleanor_frances_green_1863; elizabeth_quincey_green_1886; frank_reginald_green_1883; george_green_1834; hannah_green_1839; hannah_hutchinson_1804; henrietta_sarah_green_1873; henry_green_1836; john_green_1843; lois_green_1871; mary_ann_green_1841; mary_ann_green_1846; mary_kate_green_1865; minnie_green_1871; william_green_1813; william_henry_hutchinson_green_1875,3,3,1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_william_henry_hutchinson_green_1875-william_henry_hutchinson_green_1875-isSiblingOf-BIN,Thing_henry_green_1836,173,17,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#mary_ann_green_1841> },isSiblingOf,TRUE,3,4,1hop-Thing_henry_green_1836_william_henry_hutchinson_green_1875-william_henry_hutchinson_green_1875-isSiblingOf,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_william_henry_hutchinson_green_1875-william_henry_hutchinson_green_1875-isSiblingOf-MC,Thing_henry_green_1836,173,17,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isSiblingOf> ?x },isSiblingOf,eleanor_frances_green_1863; elizabeth_quincey_green_1886; frank_reginald_green_1883; george_green_1834; hannah_green_1839; henrietta_sarah_green_1873; henry_green_1836; john_green_1843; lois_green_1871; mary_ann_green_1841; mary_ann_green_1846; mary_kate_green_1865; minnie_green_1871; william_henry_hutchinson_green_1875,3,4,1hop-Thing_henry_green_1836_william_henry_hutchinson_green_1875-william_henry_hutchinson_green_1875-isSiblingOf,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_william_henry_hutchinson_green_1875-william_henry_hutchinson_green_1875-isSiblingOf-BIN,Thing_henry_green_1836,173,17,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#mary_ann_green_1846> },isSiblingOf,TRUE,3,4,1hop-Thing_henry_green_1836_william_henry_hutchinson_green_1875-william_henry_hutchinson_green_1875-isSiblingOf,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation-BIN,Thing_henry_green_1836,173,17,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#frank_reginald_green_1883> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_green_1834> },hasRelation,TRUE,3,3,1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation-BIN,Thing_henry_green_1836,173,17,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#frank_reginald_green_1883> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_green_1813> },hasRelation,TRUE,3,3,1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation-BIN,Thing_henry_green_1836,173,17,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#frank_reginald_green_1883> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_green_1843> },hasRelation,TRUE,3,3,1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation-BIN,Thing_henry_green_1836,173,17,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#frank_reginald_green_1883> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#hannah_green_1839> },hasRelation,TRUE,3,3,1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_william_henry_hutchinson_green_1875-william_henry_hutchinson_green_1875-isSiblingOf-BIN,Thing_henry_green_1836,173,17,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#hannah_green_1839> },isSiblingOf,TRUE,3,4,1hop-Thing_henry_green_1836_william_henry_hutchinson_green_1875-william_henry_hutchinson_green_1875-isSiblingOf,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_william_henry_hutchinson_green_1875-william_henry_hutchinson_green_1875-isSiblingOf-BIN,Thing_henry_green_1836,173,17,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#john_green_1843> },isSiblingOf,TRUE,3,4,1hop-Thing_henry_green_1836_william_henry_hutchinson_green_1875-william_henry_hutchinson_green_1875-isSiblingOf,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_william_henry_hutchinson_green_1875-william_henry_hutchinson_green_1875-isSiblingOf-BIN,Thing_henry_green_1836,173,17,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#george_green_1834> },isSiblingOf,TRUE,3,4,1hop-Thing_henry_green_1836_william_henry_hutchinson_green_1875-william_henry_hutchinson_green_1875-isSiblingOf,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation-BIN,Thing_henry_green_1836,173,17,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#frank_reginald_green_1883> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ann_green_1841> },hasRelation,TRUE,3,3,1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation-BIN,Thing_henry_green_1836,173,17,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#frank_reginald_green_1883> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ann_green_1846> },hasRelation,TRUE,3,3,1hop-Thing_henry_green_1836_frank_reginald_green_1883-frank_reginald_green_1883-hasRelation,14.0,1.0,14.0_1.0,train
1hop-Thing_henry_jacobs_1849_henry_jacobs_1849-henry_jacobs_1849-hasAncestor-BIN,Thing_henry_jacobs_1849,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_jacobs_1849> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#priscilla_saunders_1810> },hasAncestor,TRUE,3,3,1hop-Thing_henry_jacobs_1849_henry_jacobs_1849-henry_jacobs_1849-hasAncestor,2.0,1.0,2.0_1.0,train
1hop-Thing_henry_jacobs_1849_henry_jacobs_1849-henry_jacobs_1849-hasAncestor-MC,Thing_henry_jacobs_1849,173,5,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#henry_jacobs_1849> <http://www.example.com/genealogy.owl#hasAncestor> ?x },hasAncestor,james_jacobs_1806; priscilla_saunders_1810,3,3,1hop-Thing_henry_jacobs_1849_henry_jacobs_1849-henry_jacobs_1849-hasAncestor,2.0,1.0,2.0_1.0,train
1hop-Thing_henry_jacobs_1849_henry_jacobs_1849-henry_jacobs_1849-rdf:type-BIN,Thing_henry_jacobs_1849,173,5,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_jacobs_1849> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Man> },rdf:type,TRUE,2,5,1hop-Thing_henry_jacobs_1849_henry_jacobs_1849-henry_jacobs_1849-rdf:type,2.0,0.0,2.0_0.0,train
1hop-Thing_henry_jacobs_1849_henry_jacobs_1849-henry_jacobs_1849-rdf:type-MC,Thing_henry_jacobs_1849,173,5,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#henry_jacobs_1849> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Man; Person,2,5,1hop-Thing_henry_jacobs_1849_henry_jacobs_1849-henry_jacobs_1849-rdf:type,2.0,0.0,2.0_0.0,train
1hop-Thing_henry_jacobs_1849_henry_jacobs_1849-henry_jacobs_1849-hasAncestor-BIN,Thing_henry_jacobs_1849,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_jacobs_1849> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#james_jacobs_1806> },hasAncestor,TRUE,3,3,1hop-Thing_henry_jacobs_1849_henry_jacobs_1849-henry_jacobs_1849-hasAncestor,2.0,1.0,2.0_1.0,train
1hop-Thing_henry_tubb_1825_henry_tubb_1825-henry_tubb_1825-isSiblingOf-BIN,Thing_henry_tubb_1825,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_tubb_1825> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#william_tubb_1808> },isSiblingOf,TRUE,3,4,1hop-Thing_henry_tubb_1825_henry_tubb_1825-henry_tubb_1825-isSiblingOf,3.0,1.0,3.0_1.0,train
1hop-Thing_henry_tubb_1825_henry_tubb_1825-henry_tubb_1825-isSiblingOf-MC,Thing_henry_tubb_1825,173,6,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#henry_tubb_1825> <http://www.example.com/genealogy.owl#isSiblingOf> ?x },isSiblingOf,henry_tubb_1825; james_tubb_1809; sarah_jane_tubb_1812; william_tubb_1808,3,4,1hop-Thing_henry_tubb_1825_henry_tubb_1825-henry_tubb_1825-isSiblingOf,3.0,1.0,3.0_1.0,train
1hop-Thing_henry_tubb_1825_sarah_chard_1787-sarah_chard_1787-hasChild-BIN,Thing_henry_tubb_1825,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_chard_1787> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#henry_tubb_1825> },hasChild,TRUE,3,3,1hop-Thing_henry_tubb_1825_sarah_chard_1787-sarah_chard_1787-hasChild,3.0,1.0,3.0_1.0,train
1hop-Thing_henry_tubb_1825_sarah_chard_1787-sarah_chard_1787-isParentOf-BIN,Thing_henry_tubb_1825,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_chard_1787> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#henry_tubb_1825> },isParentOf,TRUE,3,3,1hop-Thing_henry_tubb_1825_sarah_chard_1787-sarah_chard_1787-isParentOf,3.0,1.0,3.0_1.0,train
1hop-Thing_henry_tubb_1825_william_tubb_1786-william_tubb_1786-hasChild-BIN,Thing_henry_tubb_1825,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_tubb_1786> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#henry_tubb_1825> },hasChild,TRUE,3,3,1hop-Thing_henry_tubb_1825_william_tubb_1786-william_tubb_1786-hasChild,3.0,1.0,3.0_1.0,train
1hop-Thing_henry_tubb_1825_henry_tubb_1825-henry_tubb_1825-isSiblingOf-BIN,Thing_henry_tubb_1825,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_tubb_1825> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#henry_tubb_1825> },isSiblingOf,TRUE,3,4,1hop-Thing_henry_tubb_1825_henry_tubb_1825-henry_tubb_1825-isSiblingOf,3.0,1.0,3.0_1.0,train
1hop-Thing_henry_tubb_1825_sarah_chard_1787-sarah_chard_1787-hasRelation-BIN,Thing_henry_tubb_1825,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_chard_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henry_tubb_1825> },hasRelation,TRUE,3,3,1hop-Thing_henry_tubb_1825_sarah_chard_1787-sarah_chard_1787-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_henry_tubb_1825_sarah_chard_1787-sarah_chard_1787-hasRelation-MC,Thing_henry_tubb_1825,173,6,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#sarah_chard_1787> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,henry_tubb_1825; james_tubb_1809; sarah_chard_1787; sarah_jane_tubb_1812; william_tubb_1786; william_tubb_1808,3,3,1hop-Thing_henry_tubb_1825_sarah_chard_1787-sarah_chard_1787-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_henry_tubb_1825_henry_tubb_1825-henry_tubb_1825-isSiblingOf-BIN,Thing_henry_tubb_1825,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_tubb_1825> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#sarah_jane_tubb_1812> },isSiblingOf,TRUE,3,4,1hop-Thing_henry_tubb_1825_henry_tubb_1825-henry_tubb_1825-isSiblingOf,3.0,1.0,3.0_1.0,train
1hop-Thing_henry_tubb_1825_henry_tubb_1825-henry_tubb_1825-isSiblingOf-BIN,Thing_henry_tubb_1825,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_tubb_1825> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#james_tubb_1809> },isSiblingOf,TRUE,3,4,1hop-Thing_henry_tubb_1825_henry_tubb_1825-henry_tubb_1825-isSiblingOf,3.0,1.0,3.0_1.0,train
1hop-Thing_henry_waterloo_lockey_1820_john_lockey_1789-john_lockey_1789-isParentOf-BIN,Thing_henry_waterloo_lockey_1820,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_lockey_1789> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#henry_waterloo_lockey_1820> },isParentOf,TRUE,3,3,1hop-Thing_henry_waterloo_lockey_1820_john_lockey_1789-john_lockey_1789-isParentOf,2.0,1.0,2.0_1.0,train
1hop-Thing_henry_waterloo_lockey_1820_henry_waterloo_lockey_1820-henry_waterloo_lockey_1820-hasFather-BIN,Thing_henry_waterloo_lockey_1820,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_waterloo_lockey_1820> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#john_lockey_1789> },hasFather,TRUE,3,3,1hop-Thing_henry_waterloo_lockey_1820_henry_waterloo_lockey_1820-henry_waterloo_lockey_1820-hasFather,2.0,1.0,2.0_1.0,train
1hop-Thing_herbert_vincent_jessop_1871_martha_cotton_1832-martha_cotton_1832-hasChild-BIN,Thing_herbert_vincent_jessop_1871,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#martha_cotton_1832> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#herbert_vincent_jessop_1871> },hasChild,TRUE,3,3,1hop-Thing_herbert_vincent_jessop_1871_martha_cotton_1832-martha_cotton_1832-hasChild,2.0,1.0,2.0_1.0,train
1hop-Thing_herbert_vincent_jessop_1871_herbert_vincent_jessop_1871-herbert_vincent_jessop_1871-hasMother-BIN,Thing_herbert_vincent_jessop_1871,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#herbert_vincent_jessop_1871> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#martha_cotton_1832> },hasMother,TRUE,3,3,1hop-Thing_herbert_vincent_jessop_1871_herbert_vincent_jessop_1871-herbert_vincent_jessop_1871-hasMother,2.0,1.0,2.0_1.0,train
1hop-Thing_herbert_vincent_jessop_1871_james_jessop_1836-james_jessop_1836-isFatherOf-BIN,Thing_herbert_vincent_jessop_1871,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_jessop_1836> <http://www.example.com/genealogy.owl#isFatherOf> <http://www.example.com/genealogy.owl#herbert_vincent_jessop_1871> },isFatherOf,TRUE,1,3,1hop-Thing_herbert_vincent_jessop_1871_james_jessop_1836-james_jessop_1836-isFatherOf,2.0,,2.0_nan,train
1hop-Thing_herbert_vincent_jessop_1871_martha_cotton_1832-martha_cotton_1832-isAncestorOf-BIN,Thing_herbert_vincent_jessop_1871,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#martha_cotton_1832> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#herbert_vincent_jessop_1871> },isAncestorOf,TRUE,3,3,1hop-Thing_herbert_vincent_jessop_1871_martha_cotton_1832-martha_cotton_1832-isAncestorOf,2.0,1.0,2.0_1.0,train
1hop-Thing_hilda_harvey_1890_john_jessop_harvey_1892-john_jessop_harvey_1892-hasSister-BIN,Thing_hilda_harvey_1890,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_jessop_harvey_1892> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#hilda_harvey_1890> },hasSister,TRUE,3,3,1hop-Thing_hilda_harvey_1890_john_jessop_harvey_1892-john_jessop_harvey_1892-hasSister,2.0,1.0,2.0_1.0,train
1hop-Thing_houghton_steward_1841_john_steward_1833-john_steward_1833-isBrotherOf-BIN,Thing_houghton_steward_1841,173,14,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_steward_1833> <http://www.example.com/genealogy.owl#isBrotherOf> <http://www.example.com/genealogy.owl#houghton_steward_1841> },isBrotherOf,TRUE,3,3,1hop-Thing_houghton_steward_1841_john_steward_1833-john_steward_1833-isBrotherOf,11.0,1.0,11.0_1.0,train
1hop-Thing_humphrey_archer_1726_humphrey_archer_1726-humphrey_archer_1726-hasRelation-BIN,Thing_humphrey_archer_1726,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#humphrey_archer_1726> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_archer_1764> },hasRelation,TRUE,3,3,1hop-Thing_humphrey_archer_1726_humphrey_archer_1726-humphrey_archer_1726-hasRelation,2.0,1.0,2.0_1.0,train
1hop-Thing_humphrey_archer_1726_humphrey_archer_1726-humphrey_archer_1726-hasRelation-MC,Thing_humphrey_archer_1726,173,5,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#humphrey_archer_1726> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,george_archer_1760; humphrey_archer_1726; james_archer_1757; william_archer_1764,3,3,1hop-Thing_humphrey_archer_1726_humphrey_archer_1726-humphrey_archer_1726-hasRelation,2.0,1.0,2.0_1.0,train
1hop-Thing_ian_alexander_archer_1944_norman_james_archer_1909-norman_james_archer_1909-hasRelation-BIN,Thing_ian_alexander_archer_1944,173,4,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#norman_james_archer_1909> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_keith_archer_1946> },hasRelation,TRUE,3,3,1hop-Thing_ian_alexander_archer_1944_norman_james_archer_1909-norman_james_archer_1909-hasRelation,1.0,1.0,1.0_1.0,train
1hop-Thing_ian_alexander_archer_1944_norman_james_archer_1909-norman_james_archer_1909-hasRelation-MC,Thing_ian_alexander_archer_1944,173,4,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#norman_james_archer_1909> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,ian_alexander_archer_1944; james_keith_archer_1946; norman_james_archer_1909; yvonne_archer_1940,3,3,1hop-Thing_ian_alexander_archer_1944_norman_james_archer_1909-norman_james_archer_1909-hasRelation,1.0,1.0,1.0_1.0,train
1hop-Thing_ian_alexander_archer_1944_yvonne_archer_1940-yvonne_archer_1940-isBloodrelationOf-BIN,Thing_ian_alexander_archer_1944,173,4,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#yvonne_archer_1940> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#yvonne_archer_1940> },isBloodrelationOf,TRUE,3,3,1hop-Thing_ian_alexander_archer_1944_yvonne_archer_1940-yvonne_archer_1940-isBloodrelationOf,1.0,1.0,1.0_1.0,train
1hop-Thing_ian_alexander_archer_1944_yvonne_archer_1940-yvonne_archer_1940-isBloodrelationOf-MC,Thing_ian_alexander_archer_1944,173,4,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#yvonne_archer_1940> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?x },isBloodrelationOf,ian_alexander_archer_1944; james_keith_archer_1946; yvonne_archer_1940,3,3,1hop-Thing_ian_alexander_archer_1944_yvonne_archer_1940-yvonne_archer_1940-isBloodrelationOf,1.0,1.0,1.0_1.0,train
1hop-Thing_ian_alexander_archer_1944_norman_james_archer_1909-norman_james_archer_1909-hasRelation-BIN,Thing_ian_alexander_archer_1944,173,4,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#norman_james_archer_1909> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ian_alexander_archer_1944> },hasRelation,TRUE,3,3,1hop-Thing_ian_alexander_archer_1944_norman_james_archer_1909-norman_james_archer_1909-hasRelation,1.0,1.0,1.0_1.0,train
1hop-Thing_ian_alexander_archer_1944_norman_james_archer_1909-norman_james_archer_1909-isParentOf-BIN,Thing_ian_alexander_archer_1944,173,4,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#norman_james_archer_1909> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#ian_alexander_archer_1944> },isParentOf,TRUE,3,3,1hop-Thing_ian_alexander_archer_1944_norman_james_archer_1909-norman_james_archer_1909-isParentOf,1.0,1.0,1.0_1.0,train
